,ParkName,UNIT_CODE,Region,State,Year,Month,RecVisits,NonRecVisits
4030,Joshua Tree NP,JOTR,Pacific West ,CA,2017,11,307770,1120
4031,Joshua Tree NP,JOTR,Pacific West ,CA,2017,12,284398,1095
4032,Joshua Tree NP,JOTR,Pacific West ,CA,2018,1,297435,1082
4033,Joshua Tree NP,JOTR,Pacific West ,CA,2018,2,288392,1008
4034,Joshua Tree NP,JOTR,Pacific West ,CA,2018,3,404708,1402
4035,Joshua Tree NP,JOTR,Pacific West ,CA,2018,4,325715,1141
4036,Joshua Tree NP,JOTR,Pacific West ,CA,2018,5,247786,882
4037,Joshua Tree NP,JOTR,Pacific West ,CA,2018,6,153556,554
4038,Joshua Tree NP,JOTR,Pacific West ,CA,2018,7,130427,448
4039,Joshua Tree NP,JOTR,Pacific West ,CA,2018,8,142015,496
4040,Joshua Tree NP,JOTR,Pacific West ,CA,2018,9,149124,521
4041,Joshua Tree NP,JOTR,Pacific West ,CA,2018,10,221232,800
4042,Joshua Tree NP,JOTR,Pacific West ,CA,2018,11,299880,1063
4043,Joshua Tree NP,JOTR,Pacific West ,CA,2018,12,282112,1119
4044,Joshua Tree NP,JOTR,Pacific West ,CA,2019,1,195993,808
4045,Joshua Tree NP,JOTR,Pacific West ,CA,2019,2,261230,889
4046,Joshua Tree NP,JOTR,Pacific West ,CA,2019,3,469183,1567
4047,Joshua Tree NP,JOTR,Pacific West ,CA,2019,4,374789,1277
4048,Joshua Tree NP,JOTR,Pacific West ,CA,2019,5,250928,863
4049,Joshua Tree NP,JOTR,Pacific West ,CA,2019,6,187551,685
4050,Joshua Tree NP,JOTR,Pacific West ,CA,2019,7,138967,468
4051,Joshua Tree NP,JOTR,Pacific West ,CA,2019,8,120911,465
4052,Joshua Tree NP,JOTR,Pacific West ,CA,2019,9,160294,565
4053,Joshua Tree NP,JOTR,Pacific West ,CA,2019,10,233995,811
4054,Joshua Tree NP,JOTR,Pacific West ,CA,2019,11,291230,1005
4055,Joshua Tree NP,JOTR,Pacific West ,CA,2019,12,303476,1039
4056,Joshua Tree NP,JOTR,Pacific West ,CA,2020,1,268187,914
4057,Joshua Tree NP,JOTR,Pacific West ,CA,2020,2,298294,1005
4058,Joshua Tree NP,JOTR,Pacific West ,CA,2020,3,226600,817
4059,Joshua Tree NP,JOTR,Pacific West ,CA,2020,4,0,0
4060,Joshua Tree NP,JOTR,Pacific West ,CA,2020,5,89831,382
4061,Joshua Tree NP,JOTR,Pacific West ,CA,2020,6,184139,748
4062,Joshua Tree NP,JOTR,Pacific West ,CA,2020,7,147037,585
4063,Joshua Tree NP,JOTR,Pacific West ,CA,2020,8,134518,537
4064,Joshua Tree NP,JOTR,Pacific West ,CA,2020,9,168181,652
4065,Joshua Tree NP,JOTR,Pacific West ,CA,2020,10,253877,944
4066,Joshua Tree NP,JOTR,Pacific West ,CA,2020,11,360238,1386
4067,Joshua Tree NP,JOTR,Pacific West ,CA,2020,12,268640,1058
4068,Joshua Tree NP,JOTR,Pacific West ,CA,2021,1,229995,900
4069,Joshua Tree NP,JOTR,Pacific West ,CA,2021,2,285687,1094
4070,Joshua Tree NP,JOTR,Pacific West ,CA,2021,3,375049,1377
4071,Joshua Tree NP,JOTR,Pacific West ,CA,2021,4,383735,1384
4072,Joshua Tree NP,JOTR,Pacific West ,CA,2021,5,285611,1029
4073,Joshua Tree NP,JOTR,Pacific West ,CA,2021,6,181050,684
4074,Joshua Tree NP,JOTR,Pacific West ,CA,2021,7,125568,460
4075,Joshua Tree NP,JOTR,Pacific West ,CA,2021,8,123163,470
4076,Joshua Tree NP,JOTR,Pacific West ,CA,2021,9,163241,618
4077,Joshua Tree NP,JOTR,Pacific West ,CA,2021,10,213088,754
4078,Joshua Tree NP,JOTR,Pacific West ,CA,2021,11,334802,1252
4079,Joshua Tree NP,JOTR,Pacific West ,CA,2021,12,363411,1323
4080,Katmai NP & PRES,KATM,Alaska,AK,2012,1,0,0
4081,Katmai NP & PRES,KATM,Alaska,AK,2012,2,0,0
4082,Katmai NP & PRES,KATM,Alaska,AK,2012,3,0,0
4083,Katmai NP & PRES,KATM,Alaska,AK,2012,4,0,0
4084,Katmai NP & PRES,KATM,Alaska,AK,2012,5,0,0
4085,Katmai NP & PRES,KATM,Alaska,AK,2012,6,5614,0
4086,Katmai NP & PRES,KATM,Alaska,AK,2012,7,17171,0
4087,Katmai NP & PRES,KATM,Alaska,AK,2012,8,10727,0
4088,Katmai NP & PRES,KATM,Alaska,AK,2012,9,6306,0
4089,Katmai NP & PRES,KATM,Alaska,AK,2012,10,0,0
4090,Katmai NP & PRES,KATM,Alaska,AK,2012,11,0,0
4091,Katmai NP & PRES,KATM,Alaska,AK,2012,12,0,0
4092,Katmai NP & PRES,KATM,Alaska,AK,2013,1,0,0
4093,Katmai NP & PRES,KATM,Alaska,AK,2013,2,0,0
4094,Katmai NP & PRES,KATM,Alaska,AK,2013,3,0,0
4095,Katmai NP & PRES,KATM,Alaska,AK,2013,4,0,0
4096,Katmai NP & PRES,KATM,Alaska,AK,2013,5,0,0
4097,Katmai NP & PRES,KATM,Alaska,AK,2013,6,5040,0
4098,Katmai NP & PRES,KATM,Alaska,AK,2013,7,15222,0
4099,Katmai NP & PRES,KATM,Alaska,AK,2013,8,4975,0
4100,Katmai NP & PRES,KATM,Alaska,AK,2013,9,3429,0
4101,Katmai NP & PRES,KATM,Alaska,AK,2013,10,100,0
4102,Katmai NP & PRES,KATM,Alaska,AK,2013,11,100,0
4103,Katmai NP & PRES,KATM,Alaska,AK,2013,12,100,0
4104,Katmai NP & PRES,KATM,Alaska,AK,2014,1,0,0
4105,Katmai NP & PRES,KATM,Alaska,AK,2014,2,0,0
4106,Katmai NP & PRES,KATM,Alaska,AK,2014,3,0,0
4107,Katmai NP & PRES,KATM,Alaska,AK,2014,4,0,0
4108,Katmai NP & PRES,KATM,Alaska,AK,2014,5,0,0
4109,Katmai NP & PRES,KATM,Alaska,AK,2014,6,5188,0
4110,Katmai NP & PRES,KATM,Alaska,AK,2014,7,16895,0
4111,Katmai NP & PRES,KATM,Alaska,AK,2014,8,4860,0
4112,Katmai NP & PRES,KATM,Alaska,AK,2014,9,3953,0
4113,Katmai NP & PRES,KATM,Alaska,AK,2014,10,0,0
4114,Katmai NP & PRES,KATM,Alaska,AK,2014,11,0,0
4115,Katmai NP & PRES,KATM,Alaska,AK,2014,12,0,0
4116,Katmai NP & PRES,KATM,Alaska,AK,2015,1,100,0
4117,Katmai NP & PRES,KATM,Alaska,AK,2015,2,100,0
4118,Katmai NP & PRES,KATM,Alaska,AK,2015,3,100,0
4119,Katmai NP & PRES,KATM,Alaska,AK,2015,4,100,0
4120,Katmai NP & PRES,KATM,Alaska,AK,2015,5,100,0
4121,Katmai NP & PRES,KATM,Alaska,AK,2015,6,5140,0
4122,Katmai NP & PRES,KATM,Alaska,AK,2015,7,16676,0
4123,Katmai NP & PRES,KATM,Alaska,AK,2015,8,10222,0
4124,Katmai NP & PRES,KATM,Alaska,AK,2015,9,4980,0
4125,Katmai NP & PRES,KATM,Alaska,AK,2015,10,100,0
4126,Katmai NP & PRES,KATM,Alaska,AK,2015,11,100,0
4127,Katmai NP & PRES,KATM,Alaska,AK,2015,12,100,0
4128,Katmai NP & PRES,KATM,Alaska,AK,2016,1,100,0
4129,Katmai NP & PRES,KATM,Alaska,AK,2016,2,100,0
4130,Katmai NP & PRES,KATM,Alaska,AK,2016,3,100,0
4131,Katmai NP & PRES,KATM,Alaska,AK,2016,4,100,0
4132,Katmai NP & PRES,KATM,Alaska,AK,2016,5,100,0
4133,Katmai NP & PRES,KATM,Alaska,AK,2016,6,5140,0
4134,Katmai NP & PRES,KATM,Alaska,AK,2016,7,16676,0
4135,Katmai NP & PRES,KATM,Alaska,AK,2016,8,10222,0
4136,Katmai NP & PRES,KATM,Alaska,AK,2016,9,4980,0
4137,Katmai NP & PRES,KATM,Alaska,AK,2016,10,100,0
4138,Katmai NP & PRES,KATM,Alaska,AK,2016,11,100,0
4139,Katmai NP & PRES,KATM,Alaska,AK,2016,12,100,0
4140,Katmai NP & PRES,KATM,Alaska,AK,2017,1,100,0
4141,Katmai NP & PRES,KATM,Alaska,AK,2017,2,100,0
4142,Katmai NP & PRES,KATM,Alaska,AK,2017,3,100,0
4143,Katmai NP & PRES,KATM,Alaska,AK,2017,4,100,0
4144,Katmai NP & PRES,KATM,Alaska,AK,2017,5,100,0
4145,Katmai NP & PRES,KATM,Alaska,AK,2017,6,5140,0
4146,Katmai NP & PRES,KATM,Alaska,AK,2017,7,16676,0
4147,Katmai NP & PRES,KATM,Alaska,AK,2017,8,10222,0
4148,Katmai NP & PRES,KATM,Alaska,AK,2017,9,4980,0
4149,Katmai NP & PRES,KATM,Alaska,AK,2017,10,100,0
4150,Katmai NP & PRES,KATM,Alaska,AK,2017,11,100,0
4151,Katmai NP & PRES,KATM,Alaska,AK,2017,12,100,0
4152,Katmai NP & PRES,KATM,Alaska,AK,2018,1,100,0
4153,Katmai NP & PRES,KATM,Alaska,AK,2018,2,100,0
4154,Katmai NP & PRES,KATM,Alaska,AK,2018,3,100,0
4155,Katmai NP & PRES,KATM,Alaska,AK,2018,4,100,0
4156,Katmai NP & PRES,KATM,Alaska,AK,2018,5,100,0
4157,Katmai NP & PRES,KATM,Alaska,AK,2018,6,5140,0
4158,Katmai NP & PRES,KATM,Alaska,AK,2018,7,16676,0
4159,Katmai NP & PRES,KATM,Alaska,AK,2018,8,10222,0
4160,Katmai NP & PRES,KATM,Alaska,AK,2018,9,4980,0
4161,Katmai NP & PRES,KATM,Alaska,AK,2018,10,100,0
4162,Katmai NP & PRES,KATM,Alaska,AK,2018,11,100,0
4163,Katmai NP & PRES,KATM,Alaska,AK,2018,12,100,0
4164,Katmai NP & PRES,KATM,Alaska,AK,2019,1,100,0
4165,Katmai NP & PRES,KATM,Alaska,AK,2019,2,100,0
4166,Katmai NP & PRES,KATM,Alaska,AK,2019,3,100,0
4167,Katmai NP & PRES,KATM,Alaska,AK,2019,4,100,0
4168,Katmai NP & PRES,KATM,Alaska,AK,2019,5,100,0
4169,Katmai NP & PRES,KATM,Alaska,AK,2019,6,9690,0
4170,Katmai NP & PRES,KATM,Alaska,AK,2019,7,37318,0
4171,Katmai NP & PRES,KATM,Alaska,AK,2019,8,23772,0
4172,Katmai NP & PRES,KATM,Alaska,AK,2019,9,12587,0
4173,Katmai NP & PRES,KATM,Alaska,AK,2019,10,100,0
4174,Katmai NP & PRES,KATM,Alaska,AK,2019,11,100,0
4175,Katmai NP & PRES,KATM,Alaska,AK,2019,12,100,0
4176,Katmai NP & PRES,KATM,Alaska,AK,2020,1,20,0
4177,Katmai NP & PRES,KATM,Alaska,AK,2020,2,20,0
4178,Katmai NP & PRES,KATM,Alaska,AK,2020,3,20,0
4179,Katmai NP & PRES,KATM,Alaska,AK,2020,4,20,0
4180,Katmai NP & PRES,KATM,Alaska,AK,2020,5,21,0
4181,Katmai NP & PRES,KATM,Alaska,AK,2020,6,7749,480
4182,Katmai NP & PRES,KATM,Alaska,AK,2020,7,14922,80
4183,Katmai NP & PRES,KATM,Alaska,AK,2020,8,14771,60
4184,Katmai NP & PRES,KATM,Alaska,AK,2020,9,13908,80
4185,Katmai NP & PRES,KATM,Alaska,AK,2020,10,20,0
4186,Katmai NP & PRES,KATM,Alaska,AK,2020,11,20,0
4187,Katmai NP & PRES,KATM,Alaska,AK,2020,12,20,0
4188,Katmai NP & PRES,KATM,Alaska,AK,2021,1,0,0
4189,Katmai NP & PRES,KATM,Alaska,AK,2021,2,0,0
4190,Katmai NP & PRES,KATM,Alaska,AK,2021,3,0,0
4191,Katmai NP & PRES,KATM,Alaska,AK,2021,4,0,0
4192,Katmai NP & PRES,KATM,Alaska,AK,2021,5,149,59
4193,Katmai NP & PRES,KATM,Alaska,AK,2021,6,3403,936
4194,Katmai NP & PRES,KATM,Alaska,AK,2021,7,9073,1777
4195,Katmai NP & PRES,KATM,Alaska,AK,2021,8,7547,2131
4196,Katmai NP & PRES,KATM,Alaska,AK,2021,9,4223,1217
4197,Katmai NP & PRES,KATM,Alaska,AK,2021,10,369,146
4198,Katmai NP & PRES,KATM,Alaska,AK,2021,11,0,0
4199,Katmai NP & PRES,KATM,Alaska,AK,2021,12,0,0
4200,Kenai Fjords NP,KEFJ,Alaska,AK,2012,1,48,0
4201,Kenai Fjords NP,KEFJ,Alaska,AK,2012,2,75,0
4202,Kenai Fjords NP,KEFJ,Alaska,AK,2012,3,95,0
4203,Kenai Fjords NP,KEFJ,Alaska,AK,2012,4,3,0
4204,Kenai Fjords NP,KEFJ,Alaska,AK,2012,5,14577,0
4205,Kenai Fjords NP,KEFJ,Alaska,AK,2012,6,67696,0
4206,Kenai Fjords NP,KEFJ,Alaska,AK,2012,7,84556,0
4207,Kenai Fjords NP,KEFJ,Alaska,AK,2012,8,72320,0
4208,Kenai Fjords NP,KEFJ,Alaska,AK,2012,9,41563,0
4209,Kenai Fjords NP,KEFJ,Alaska,AK,2012,10,111,0
4210,Kenai Fjords NP,KEFJ,Alaska,AK,2012,11,118,0
4211,Kenai Fjords NP,KEFJ,Alaska,AK,2012,12,117,0
4212,Kenai Fjords NP,KEFJ,Alaska,AK,2013,1,80,0
4213,Kenai Fjords NP,KEFJ,Alaska,AK,2013,2,264,0
4214,Kenai Fjords NP,KEFJ,Alaska,AK,2013,3,54,0
4215,Kenai Fjords NP,KEFJ,Alaska,AK,2013,4,0,0
4216,Kenai Fjords NP,KEFJ,Alaska,AK,2013,5,14106,0
4217,Kenai Fjords NP,KEFJ,Alaska,AK,2013,6,62796,0
4218,Kenai Fjords NP,KEFJ,Alaska,AK,2013,7,87383,0
4219,Kenai Fjords NP,KEFJ,Alaska,AK,2013,8,72135,0
4220,Kenai Fjords NP,KEFJ,Alaska,AK,2013,9,45303,0
4221,Kenai Fjords NP,KEFJ,Alaska,AK,2013,10,1201,0
4222,Kenai Fjords NP,KEFJ,Alaska,AK,2013,11,68,0
4223,Kenai Fjords NP,KEFJ,Alaska,AK,2013,12,112,0
4224,Kenai Fjords NP,KEFJ,Alaska,AK,2014,1,0,0
4225,Kenai Fjords NP,KEFJ,Alaska,AK,2014,2,79,0
4226,Kenai Fjords NP,KEFJ,Alaska,AK,2014,3,19,0
4227,Kenai Fjords NP,KEFJ,Alaska,AK,2014,4,2,0
4228,Kenai Fjords NP,KEFJ,Alaska,AK,2014,5,21907,0
4229,Kenai Fjords NP,KEFJ,Alaska,AK,2014,6,62333,0
4230,Kenai Fjords NP,KEFJ,Alaska,AK,2014,7,83496,0
4231,Kenai Fjords NP,KEFJ,Alaska,AK,2014,8,74958,0
4232,Kenai Fjords NP,KEFJ,Alaska,AK,2014,9,24900,0
4233,Kenai Fjords NP,KEFJ,Alaska,AK,2014,10,2944,0
4234,Kenai Fjords NP,KEFJ,Alaska,AK,2014,11,0,0
4235,Kenai Fjords NP,KEFJ,Alaska,AK,2014,12,28,0
4236,Kenai Fjords NP,KEFJ,Alaska,AK,2015,1,10,0
4237,Kenai Fjords NP,KEFJ,Alaska,AK,2015,2,19,0
4238,Kenai Fjords NP,KEFJ,Alaska,AK,2015,3,19,0
4239,Kenai Fjords NP,KEFJ,Alaska,AK,2015,4,13,0
4240,Kenai Fjords NP,KEFJ,Alaska,AK,2015,5,27483,0
4241,Kenai Fjords NP,KEFJ,Alaska,AK,2015,6,65558,0
4242,Kenai Fjords NP,KEFJ,Alaska,AK,2015,7,88310,0
4243,Kenai Fjords NP,KEFJ,Alaska,AK,2015,8,80699,0
4244,Kenai Fjords NP,KEFJ,Alaska,AK,2015,9,29213,0
4245,Kenai Fjords NP,KEFJ,Alaska,AK,2015,10,4785,0
4246,Kenai Fjords NP,KEFJ,Alaska,AK,2015,11,563,0
4247,Kenai Fjords NP,KEFJ,Alaska,AK,2015,12,25,0
4248,Kenai Fjords NP,KEFJ,Alaska,AK,2016,1,5,0
4249,Kenai Fjords NP,KEFJ,Alaska,AK,2016,2,18,0
4250,Kenai Fjords NP,KEFJ,Alaska,AK,2016,3,17,0
4251,Kenai Fjords NP,KEFJ,Alaska,AK,2016,4,281,0
4252,Kenai Fjords NP,KEFJ,Alaska,AK,2016,5,26326,0
4253,Kenai Fjords NP,KEFJ,Alaska,AK,2016,6,79499,0
4254,Kenai Fjords NP,KEFJ,Alaska,AK,2016,7,107851,0
4255,Kenai Fjords NP,KEFJ,Alaska,AK,2016,8,90335,0
4256,Kenai Fjords NP,KEFJ,Alaska,AK,2016,9,37921,0
4257,Kenai Fjords NP,KEFJ,Alaska,AK,2016,10,4180,0
4258,Kenai Fjords NP,KEFJ,Alaska,AK,2016,11,39,0
4259,Kenai Fjords NP,KEFJ,Alaska,AK,2016,12,62,0
4260,Kenai Fjords NP,KEFJ,Alaska,AK,2017,1,27,0
4261,Kenai Fjords NP,KEFJ,Alaska,AK,2017,2,46,0
4262,Kenai Fjords NP,KEFJ,Alaska,AK,2017,3,31,0
4263,Kenai Fjords NP,KEFJ,Alaska,AK,2017,4,16,0
4264,Kenai Fjords NP,KEFJ,Alaska,AK,2017,5,26598,0
4265,Kenai Fjords NP,KEFJ,Alaska,AK,2017,6,75399,0
4266,Kenai Fjords NP,KEFJ,Alaska,AK,2017,7,100682,0
4267,Kenai Fjords NP,KEFJ,Alaska,AK,2017,8,64760,0
4268,Kenai Fjords NP,KEFJ,Alaska,AK,2017,9,31297,0
4269,Kenai Fjords NP,KEFJ,Alaska,AK,2017,10,4707,0
4270,Kenai Fjords NP,KEFJ,Alaska,AK,2017,11,12,0
4271,Kenai Fjords NP,KEFJ,Alaska,AK,2017,12,23,0
4272,Kenai Fjords NP,KEFJ,Alaska,AK,2018,1,30,0
4273,Kenai Fjords NP,KEFJ,Alaska,AK,2018,2,39,0
4274,Kenai Fjords NP,KEFJ,Alaska,AK,2018,3,34,0
4275,Kenai Fjords NP,KEFJ,Alaska,AK,2018,4,21,0
4276,Kenai Fjords NP,KEFJ,Alaska,AK,2018,5,24810,0
4277,Kenai Fjords NP,KEFJ,Alaska,AK,2018,6,73689,0
4278,Kenai Fjords NP,KEFJ,Alaska,AK,2018,7,99606,0
4279,Kenai Fjords NP,KEFJ,Alaska,AK,2018,8,85055,0
4280,Kenai Fjords NP,KEFJ,Alaska,AK,2018,9,35090,0
4281,Kenai Fjords NP,KEFJ,Alaska,AK,2018,10,3149,0
4282,Kenai Fjords NP,KEFJ,Alaska,AK,2018,11,29,0
4283,Kenai Fjords NP,KEFJ,Alaska,AK,2018,12,44,0
4284,Kenai Fjords NP,KEFJ,Alaska,AK,2019,1,21,0
4285,Kenai Fjords NP,KEFJ,Alaska,AK,2019,2,37,0
4286,Kenai Fjords NP,KEFJ,Alaska,AK,2019,3,40,0
4287,Kenai Fjords NP,KEFJ,Alaska,AK,2019,4,21,0
4288,Kenai Fjords NP,KEFJ,Alaska,AK,2019,5,28944,0
4289,Kenai Fjords NP,KEFJ,Alaska,AK,2019,6,91280,0
4290,Kenai Fjords NP,KEFJ,Alaska,AK,2019,7,120632,0
4291,Kenai Fjords NP,KEFJ,Alaska,AK,2019,8,78129,0
4292,Kenai Fjords NP,KEFJ,Alaska,AK,2019,9,33346,0
4293,Kenai Fjords NP,KEFJ,Alaska,AK,2019,10,4121,0
4294,Kenai Fjords NP,KEFJ,Alaska,AK,2019,11,7,0
4295,Kenai Fjords NP,KEFJ,Alaska,AK,2019,12,23,0
4296,Kenai Fjords NP,KEFJ,Alaska,AK,2020,1,28,0
4297,Kenai Fjords NP,KEFJ,Alaska,AK,2020,2,58,0
4298,Kenai Fjords NP,KEFJ,Alaska,AK,2020,3,72,0
4299,Kenai Fjords NP,KEFJ,Alaska,AK,2020,4,2,0
4300,Kenai Fjords NP,KEFJ,Alaska,AK,2020,5,4161,0
4301,Kenai Fjords NP,KEFJ,Alaska,AK,2020,6,21121,0
4302,Kenai Fjords NP,KEFJ,Alaska,AK,2020,7,31809,0
4303,Kenai Fjords NP,KEFJ,Alaska,AK,2020,8,32689,0
4304,Kenai Fjords NP,KEFJ,Alaska,AK,2020,9,21158,0
4305,Kenai Fjords NP,KEFJ,Alaska,AK,2020,10,4704,0
4306,Kenai Fjords NP,KEFJ,Alaska,AK,2020,11,33,0
4307,Kenai Fjords NP,KEFJ,Alaska,AK,2020,12,47,0
4308,Kenai Fjords NP,KEFJ,Alaska,AK,2021,1,31,0
4309,Kenai Fjords NP,KEFJ,Alaska,AK,2021,2,23,0
4310,Kenai Fjords NP,KEFJ,Alaska,AK,2021,3,38,0
4311,Kenai Fjords NP,KEFJ,Alaska,AK,2021,4,13,0
4312,Kenai Fjords NP,KEFJ,Alaska,AK,2021,5,25943,0
4313,Kenai Fjords NP,KEFJ,Alaska,AK,2021,6,96643,0
4314,Kenai Fjords NP,KEFJ,Alaska,AK,2021,7,121131,0
4315,Kenai Fjords NP,KEFJ,Alaska,AK,2021,8,110733,0
4316,Kenai Fjords NP,KEFJ,Alaska,AK,2021,9,50041,0
4317,Kenai Fjords NP,KEFJ,Alaska,AK,2021,10,7141,0
4318,Kenai Fjords NP,KEFJ,Alaska,AK,2021,11,6,0
4319,Kenai Fjords NP,KEFJ,Alaska,AK,2021,12,39,0
4320,Kings Canyon NP,KICA,Pacific West ,CA,2012,1,20730,888
4321,Kings Canyon NP,KICA,Pacific West ,CA,2012,2,18342,763
4322,Kings Canyon NP,KICA,Pacific West ,CA,2012,3,21248,1151
4323,Kings Canyon NP,KICA,Pacific West ,CA,2012,4,27752,1227
4324,Kings Canyon NP,KICA,Pacific West ,CA,2012,5,51659,2311
4325,Kings Canyon NP,KICA,Pacific West ,CA,2012,6,97976,3060
4326,Kings Canyon NP,KICA,Pacific West ,CA,2012,7,104026,3060
4327,Kings Canyon NP,KICA,Pacific West ,CA,2012,8,96336,2695
4328,Kings Canyon NP,KICA,Pacific West ,CA,2012,9,58757,2489
4329,Kings Canyon NP,KICA,Pacific West ,CA,2012,10,53215,1807
4330,Kings Canyon NP,KICA,Pacific West ,CA,2012,11,22907,1252
4331,Kings Canyon NP,KICA,Pacific West ,CA,2012,12,18085,999
4332,Kings Canyon NP,KICA,Pacific West ,CA,2013,1,17525,899
4333,Kings Canyon NP,KICA,Pacific West ,CA,2013,2,16319,772
4334,Kings Canyon NP,KICA,Pacific West ,CA,2013,3,21461,1151
4335,Kings Canyon NP,KICA,Pacific West ,CA,2013,4,27905,1227
4336,Kings Canyon NP,KICA,Pacific West ,CA,2013,5,68820,2311
4337,Kings Canyon NP,KICA,Pacific West ,CA,2013,6,83204,3060
4338,Kings Canyon NP,KICA,Pacific West ,CA,2013,7,110798,2910
4339,Kings Canyon NP,KICA,Pacific West ,CA,2013,8,95281,2767
4340,Kings Canyon NP,KICA,Pacific West ,CA,2013,9,73715,1773
4341,Kings Canyon NP,KICA,Pacific West ,CA,2013,10,27375,711
4342,Kings Canyon NP,KICA,Pacific West ,CA,2013,11,14906,936
4343,Kings Canyon NP,KICA,Pacific West ,CA,2013,12,10235,1216
4344,Kings Canyon NP,KICA,Pacific West ,CA,2014,1,11139,1223
4345,Kings Canyon NP,KICA,Pacific West ,CA,2014,2,14673,1080
4346,Kings Canyon NP,KICA,Pacific West ,CA,2014,3,14381,1778
4347,Kings Canyon NP,KICA,Pacific West ,CA,2014,4,23704,1300
4348,Kings Canyon NP,KICA,Pacific West ,CA,2014,5,56407,2173
4349,Kings Canyon NP,KICA,Pacific West ,CA,2014,6,71759,3589
4350,Kings Canyon NP,KICA,Pacific West ,CA,2014,7,88398,4133
4351,Kings Canyon NP,KICA,Pacific West ,CA,2014,8,84014,4112
4352,Kings Canyon NP,KICA,Pacific West ,CA,2014,9,59244,2396
4353,Kings Canyon NP,KICA,Pacific West ,CA,2014,10,44194,2686
4354,Kings Canyon NP,KICA,Pacific West ,CA,2014,11,15920,1574
4355,Kings Canyon NP,KICA,Pacific West ,CA,2014,12,18435,1284
4356,Kings Canyon NP,KICA,Pacific West ,CA,2015,1,20698,1514
4357,Kings Canyon NP,KICA,Pacific West ,CA,2015,2,10966,1288
4358,Kings Canyon NP,KICA,Pacific West ,CA,2015,3,18601,1645
4359,Kings Canyon NP,KICA,Pacific West ,CA,2015,4,28188,1922
4360,Kings Canyon NP,KICA,Pacific West ,CA,2015,5,55976,3120
4361,Kings Canyon NP,KICA,Pacific West ,CA,2015,6,71510,3762
4362,Kings Canyon NP,KICA,Pacific West ,CA,2015,7,97830,4570
4363,Kings Canyon NP,KICA,Pacific West ,CA,2015,8,69287,5763
4364,Kings Canyon NP,KICA,Pacific West ,CA,2015,9,36798,3714
4365,Kings Canyon NP,KICA,Pacific West ,CA,2015,10,36963,2279
4366,Kings Canyon NP,KICA,Pacific West ,CA,2015,11,12326,1121
4367,Kings Canyon NP,KICA,Pacific West ,CA,2015,12,8963,1058
4368,Kings Canyon NP,KICA,Pacific West ,CA,2016,1,18269,1253
4369,Kings Canyon NP,KICA,Pacific West ,CA,2016,2,14271,1481
4370,Kings Canyon NP,KICA,Pacific West ,CA,2016,3,16977,1560
4371,Kings Canyon NP,KICA,Pacific West ,CA,2016,4,27366,1768
4372,Kings Canyon NP,KICA,Pacific West ,CA,2016,5,60356,3185
4373,Kings Canyon NP,KICA,Pacific West ,CA,2016,6,84684,4004
4374,Kings Canyon NP,KICA,Pacific West ,CA,2016,7,120909,4499
4375,Kings Canyon NP,KICA,Pacific West ,CA,2016,8,91602,3159
4376,Kings Canyon NP,KICA,Pacific West ,CA,2016,9,81525,3725
4377,Kings Canyon NP,KICA,Pacific West ,CA,2016,10,51885,2842
4378,Kings Canyon NP,KICA,Pacific West ,CA,2016,11,25597,1713
4379,Kings Canyon NP,KICA,Pacific West ,CA,2016,12,14038,1449
4380,Kings Canyon NP,KICA,Pacific West ,CA,2017,1,15418,1471
4381,Kings Canyon NP,KICA,Pacific West ,CA,2017,2,11318,1321
4382,Kings Canyon NP,KICA,Pacific West ,CA,2017,3,21097,1382
4383,Kings Canyon NP,KICA,Pacific West ,CA,2017,4,37205,1553
4384,Kings Canyon NP,KICA,Pacific West ,CA,2017,5,75564,2592
4385,Kings Canyon NP,KICA,Pacific West ,CA,2017,6,101999,4304
4386,Kings Canyon NP,KICA,Pacific West ,CA,2017,7,135073,5054
4387,Kings Canyon NP,KICA,Pacific West ,CA,2017,8,102530,3778
4388,Kings Canyon NP,KICA,Pacific West ,CA,2017,9,85345,2430
4389,Kings Canyon NP,KICA,Pacific West ,CA,2017,10,54012,2007
4390,Kings Canyon NP,KICA,Pacific West ,CA,2017,11,29885,1315
4391,Kings Canyon NP,KICA,Pacific West ,CA,2017,12,23486,1119
4392,Kings Canyon NP,KICA,Pacific West ,CA,2018,1,19675,1030
4393,Kings Canyon NP,KICA,Pacific West ,CA,2018,2,15188,1179
4394,Kings Canyon NP,KICA,Pacific West ,CA,2018,3,19901,1232
4395,Kings Canyon NP,KICA,Pacific West ,CA,2018,4,38693,1328
4396,Kings Canyon NP,KICA,Pacific West ,CA,2018,5,74150,2927
4397,Kings Canyon NP,KICA,Pacific West ,CA,2018,6,93585,3942
4398,Kings Canyon NP,KICA,Pacific West ,CA,2018,7,122539,5500
4399,Kings Canyon NP,KICA,Pacific West ,CA,2018,8,115274,3618
4400,Kings Canyon NP,KICA,Pacific West ,CA,2018,9,86996,2585
4401,Kings Canyon NP,KICA,Pacific West ,CA,2018,10,53965,2826
4402,Kings Canyon NP,KICA,Pacific West ,CA,2018,11,29260,2075
4403,Kings Canyon NP,KICA,Pacific West ,CA,2018,12,29797,681
4404,Kings Canyon NP,KICA,Pacific West ,CA,2019,1,20295,47
4405,Kings Canyon NP,KICA,Pacific West ,CA,2019,2,9227,916
4406,Kings Canyon NP,KICA,Pacific West ,CA,2019,3,22067,1106
