,ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry
0,Acadia NP,ACAD,National Park,Northeast ,ME,2016,1,17204,600,113549,600,0,0,0,0,0
1,Acadia NP,ACAD,National Park,Northeast ,ME,2016,2,16530,600,109098,600,0,0,0,0,0
2,Acadia NP,ACAD,National Park,Northeast ,ME,2016,3,28121,600,185597,600,0,0,0,0,0
3,Acadia NP,ACAD,National Park,Northeast ,ME,2016,4,94199,600,575374,600,0,0,885,168,0
4,Acadia NP,ACAD,National Park,Northeast ,ME,2016,5,217147,7500,1587762,7500,0,0,10521,1854,38
5,Acadia NP,ACAD,National Park,Northeast ,ME,2016,6,445410,7500,3496610,7500,0,0,25488,7938,303
6,Acadia NP,ACAD,National Park,Northeast ,ME,2016,7,696854,7500,4880430,7500,0,0,39942,11757,353
7,Acadia NP,ACAD,National Park,Northeast ,ME,2016,8,735945,7500,5075152,7500,0,360,40557,11649,381
8,Acadia NP,ACAD,National Park,Northeast ,ME,2016,9,570434,7500,3596598,7500,0,617,23148,10044,249
9,Acadia NP,ACAD,National Park,Northeast ,ME,2016,10,412416,6000,2663628,6000,0,0,12270,3219,0
10,Acadia NP,ACAD,National Park,Northeast ,ME,2016,11,55022,600,330133,600,0,0,0,0,0
11,Acadia NP,ACAD,National Park,Northeast ,ME,2016,12,14111,600,84665,600,0,0,0,0,0
12,Acadia NP,ACAD,National Park,Northeast ,ME,2017,1,15520,600,102429,600,0,0,0,0,0
13,Acadia NP,ACAD,National Park,Northeast ,ME,2017,2,14342,600,94657,600,0,0,0,0,0
14,Acadia NP,ACAD,National Park,Northeast ,ME,2017,3,20936,600,138175,600,0,0,0,0,0
15,Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,85267,600,516088,600,0,0,594,195,0
16,Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,222978,7500,1680423,7500,0,100,10827,3213,298
17,Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,476191,7500,3657913,7500,0,343,24372,9360,298
18,Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,743529,7500,5107426,7500,0,188,39429,12642,325
19,Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,762436,7500,5209104,7500,0,368,39864,11874,336
20,Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,595388,7500,3916584,7500,0,556,27054,13554,253
21,Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,507594,6000,3201030,6000,0,102,10446,4974,87
22,Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,53006,600,318037,600,0,0,0,0,0
23,Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,12084,600,72504,600,0,0,0,0,0
24,Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,11974,600,79026,600,0,0,0,0,0
25,Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,12167,600,80301,600,0,0,0,0,0
26,Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,23756,600,156790,600,0,0,0,0,0
27,Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,72858,600,421428,600,0,0,0,0,0
28,Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,249050,7500,1854392,7500,0,25,11325,3912,126
29,Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,499163,7500,3861197,7500,0,296,25626,10479,323
30,Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,759165,7500,5119628,7500,0,188,37218,12723,345
31,Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,767219,7500,5175840,7500,0,370,37923,12579,345
32,Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,600397,7500,3885466,7500,0,485,25128,14097,271
33,Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,488204,6000,2657950,6000,0,0,7524,4425,62
34,Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,40930,600,245582,600,0,0,0,0,0
35,Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,12692,600,76154,600,0,0,0,0,0
36,Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,8532,600,56311,600,0,0,0,0,0
37,Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,9154,600,60414,600,0,0,0,0,0
38,Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,20161,600,133064,600,0,0,0,0,0
39,Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,68046,600,394023,600,0,0,0,0,0
40,Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,226156,7500,1670692,7500,0,4,10416,3327,0
41,Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,490720,7500,3731975,7500,0,102,23721,10383,263
42,Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,756439,7500,5049909,7500,0,117,36135,11853,357
43,Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,759735,7500,5159613,7500,0,242,39093,11637,396
44,Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,603273,7500,3807421,7500,0,500,22425,15174,185
45,Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,436194,6000,2778987,6000,0,125,9195,5322,83
46,Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,46011,600,276064,600,0,0,0,0,0
47,Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,12865,600,77191,600,0,0,0,0,0
48,Acadia NP,ACAD,National Park,Northeast ,ME,2020,1,12640,600,83421,600,0,0,0,0,0
49,Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,13459,600,88831,600,0,0,0,0,0
50,Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,28539,600,188356,600,0,0,0,0,0
51,Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,55713,600,323135,600,0,0,0,0,0
52,Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,103120,7500,598096,7500,0,0,0,0,0
53,Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,201156,7500,1165036,7500,0,0,0,0,0
54,Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,493971,7500,2470139,7500,0,307,0,0,0
55,Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,681746,7500,3395169,7500,0,0,0,0,0
56,Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,500320,7500,2492205,7500,0,0,0,0,0
57,Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,480859,6000,2874780,6000,0,0,0,0,0
58,Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,76251,600,457504,600,0,0,0,0,0
59,Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,21260,600,127562,600,0,0,0,0,0
60,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,1,885,0,885,0,0,0,0,0,0
61,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,2,2146,0,2130,0,0,0,0,0,0
62,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,3,3817,0,2823,0,0,0,0,0,0
63,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,4,4763,0,3233,0,0,0,0,0,0
64,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,5,5329,0,3621,0,0,0,0,0,0
65,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,6,5345,0,3529,0,0,0,0,0,0
66,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,7,6516,0,3926,0,0,0,0,0,0
67,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,8,6516,0,3926,0,0,0,0,0,0
68,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,9,1623,0,1017,0,0,0,0,0,0
69,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,10,5383,0,3508,0,0,0,0,0,0
70,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,11,1944,0,1944,0,0,0,0,0,0
71,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2016,12,2259,0,2259,0,0,0,0,0,0
72,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,1,1241,0,1241,0,0,0,0,0,0
73,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,2,2830,0,2830,0,0,0,0,0,0
74,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,3,1841,0,1818,0,0,0,0,0,0
75,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,4,2507,0,2507,0,0,0,0,0,0
76,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,5,5329,0,3621,0,0,0,0,0,0
77,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,6,3750,0,2894,0,0,0,0,0,0
78,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,7,6333,0,4022,0,0,0,0,0,0
79,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,8,3467,0,2209,0,0,0,0,0,0
80,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,9,3621,0,2279,0,0,0,0,0,0
81,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,10,8035,0,5131,0,0,0,0,0,0
82,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,11,2058,0,1817,0,0,0,0,0,0
83,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2017,12,2170,0,2170,0,0,0,0,0,0
84,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,1,1172,0,1172,0,0,0,0,0,0
85,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,2,2067,0,2067,0,0,0,0,0,0
86,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,3,1569,0,1569,0,0,0,0,0,0
87,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,4,2781,0,2579,0,0,0,0,0,0
88,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,5,6335,0,4077,0,0,0,0,0,0
89,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,6,6432,0,4081,0,0,0,0,0,0
90,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,7,6146,0,3922,0,0,0,0,0,0
91,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,8,4031,0,2613,0,0,0,0,0,0
92,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,9,3527,0,2257,0,0,0,0,0,0
93,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,10,8190,0,5415,0,0,0,0,0,0
94,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,11,1856,0,1856,0,0,0,0,0,0
95,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2018,12,929,0,929,0,0,0,0,0,0
96,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,1,96,0,96,0,0,0,0,0,0
97,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,2,1571,0,1571,0,0,0,0,0,0
98,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,3,1395,0,1395,0,0,0,0,0,0
99,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,4,5022,0,3234,0,0,0,0,0,0
100,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,5,5482,0,3528,0,0,0,0,0,0
101,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,6,4621,0,3262,0,0,0,0,0,0
102,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,7,5520,0,3552,0,0,0,0,0,0
103,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,8,4332,0,2731,0,0,0,0,0,0
104,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,9,4384,0,2633,0,0,0,0,0,0
105,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,10,8667,0,5426,0,0,0,0,0,0
106,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,11,2058,0,2058,0,0,0,0,0,0
107,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2019,12,4279,0,4279,0,0,0,0,0,0
108,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,1,4279,0,4279,0,0,0,0,0,0
109,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,2,1994,0,1994,0,0,0,0,0,0
110,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,3,627,0,627,0,0,0,0,0,0
111,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,4,0,0,0,0,0,0,0,0,0
112,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,5,0,0,0,0,0,0,0,0,0
113,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,6,0,0,0,0,0,0,0,0,0
114,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,7,0,0,0,0,0,0,0,0,0
115,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,8,0,0,0,0,0,0,0,0,0
116,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,9,0,0,0,0,0,0,0,0,0
117,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,10,446,0,147,0,0,0,0,0,0
118,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,11,446,0,147,0,0,0,0,0,0
119,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2020,12,116,0,38,0,0,0,0,0,0
120,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,1,79,0,216,0,0,0,0,0,0
121,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,2,161,0,344,0,0,0,0,0,0
122,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,3,404,0,982,0,0,0,0,0,0
123,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,4,484,0,1090,0,0,0,0,0,0
124,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,5,1816,0,4627,0,0,0,0,0,0
125,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,6,2969,0,7525,0,0,0,0,0,0
126,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,7,3581,0,8671,0,0,0,0,0,0
127,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,8,2455,0,6196,0,0,0,0,0,0
128,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,9,2304,0,5819,0,0,0,0,0,0
129,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,10,908,0,2188,0,0,0,0,0,0
130,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,11,297,0,809,0,0,0,0,0,0
131,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2016,12,97,0,175,0,0,0,0,0,0
132,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,1,69,0,148,0,0,0,0,0,0
133,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,2,199,0,462,0,0,0,0,0,0
134,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,3,443,0,1010,0,0,0,0,0,0
135,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,4,665,0,1408,0,0,0,0,0,0
136,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,5,1842,0,4526,0,0,0,0,0,0
137,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,6,2860,0,7271,0,0,0,0,0,0
138,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,7,3755,0,8383,0,0,0,0,0,0
139,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,8,18598,0,34286,0,0,0,0,0,0
140,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,9,2190,0,4758,0,0,0,0,0,0
141,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,10,1109,0,2822,0,0,0,0,0,0
142,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,11,237,0,464,0,0,0,0,0,0
143,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2017,12,71,0,156,0,0,0,0,0,0
144,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,1,76,0,141,0,0,0,0,0,0
145,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,2,96,0,200,0,0,0,0,0,0
146,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,3,426,0,955,0,0,0,0,0,0
147,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,4,428,0,942,0,0,0,0,0,0
148,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,5,1876,0,5008,0,0,0,0,0,0
149,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,6,3174,0,7668,0,0,0,0,0,0
150,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,7,4192,0,9686,0,0,0,0,0,0
151,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,8,2459,0,6246,0,0,0,0,0,0
152,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,9,2249,0,5281,0,0,0,0,0,0
153,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,10,983,0,2133,0,0,0,0,0,0
154,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,11,224,0,512,0,0,0,0,0,0
155,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2018,12,55,0,112,0,0,0,0,0,0
156,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,1,0,0,0,0,0,0,0,0,0
157,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,2,94,0,194,0,0,0,0,0,0
158,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,3,401,0,858,0,0,0,0,0,0
159,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,4,391,0,957,0,0,0,0,0,0
160,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,5,2188,0,5058,0,0,0,0,0,0
161,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,6,3276,0,7436,0,0,0,0,0,0
162,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,7,4222,0,9285,0,0,0,0,0,0
163,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,8,2775,0,6202,0,0,0,0,0,0
164,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,9,2227,0,5388,0,0,0,0,0,0
165,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,10,780,0,1761,0,0,0,0,0,0
166,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,11,253,0,492,0,0,0,0,0,0
167,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2019,12,50,0,75,0,0,0,0,0,0
168,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,1,107,0,296,0,0,0,0,0,0
169,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,2,194,0,413,0,0,0,0,0,0
170,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,3,176,0,881,0,0,0,0,0,0
171,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,4,129,0,518,0,0,0,0,0,0
172,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,5,310,0,1240,0,0,0,0,0,0
173,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,6,834,0,3186,0,0,0,0,0,0
174,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,7,2377,0,7107,0,0,0,0,0,0
175,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,8,1686,0,5560,0,0,0,0,0,0
176,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,9,1558,0,4575,0,0,0,0,0,0
177,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,10,978,0,2563,0,0,0,0,0,0
178,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,11,252,0,826,0,0,0,0,0,0
179,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2020,12,121,0,429,0,0,0,0,0,0
180,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,1,192,0,480,0,0,0,0,0,0
181,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,2,261,0,652,0,0,0,0,0,0
182,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,3,819,0,2048,0,0,0,0,0,0
183,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,4,832,0,2080,0,0,0,0,0,0
184,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,5,725,0,1812,0,0,0,0,0,0
185,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,6,753,0,1882,0,0,0,0,0,0
186,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,7,806,0,2015,0,0,0,0,0,0
187,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,8,1204,0,3010,0,0,0,0,0,0
188,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,9,1083,0,2708,0,0,0,0,0,0
189,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,10,835,0,2088,0,0,0,0,0,0
190,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,11,431,0,1078,0,0,0,0,0,0
191,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2016,12,212,0,530,0,0,0,0,0,0
192,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,1,161,0,402,0,0,0,0,0,0
193,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,2,206,0,515,0,0,0,0,0,0
194,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,3,676,0,1690,0,0,0,0,0,0
195,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,4,509,0,1272,0,0,0,0,0,0
196,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,5,696,0,1740,0,0,0,0,0,0
197,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,6,670,0,1675,0,0,0,0,0,0
198,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,7,758,0,1895,0,0,0,0,0,0
199,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,8,713,0,1782,0,0,0,0,0,0
200,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,9,601,0,1502,0,0,0,0,0,0
201,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,10,870,0,2175,0,0,0,0,0,0
202,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,11,479,0,1198,0,0,0,0,0,0
203,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2017,12,274,0,685,0,0,0,0,0,0
204,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,1,206,0,515,0,0,0,0,0,0
205,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,2,222,0,555,0,0,0,0,0,0
206,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,3,787,0,1968,0,0,0,0,0,0
207,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,4,723,0,1808,0,0,0,0,0,0
208,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,5,836,0,2090,0,0,0,0,0,0
209,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,6,814,0,2035,0,0,0,0,0,0
210,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,7,695,0,1738,0,0,0,0,0,0
211,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,8,870,0,2175,0,0,0,0,0,0
212,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,9,762,0,1905,0,0,0,0,0,0
213,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,10,900,0,2250,0,0,0,0,0,0
214,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,11,400,0,1000,0,0,0,0,0,0
215,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2018,12,200,0,500,0,0,0,0,0,0
216,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,1,42,0,105,0,0,0,0,0,0
217,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,2,272,0,680,0,0,0,0,0,0
218,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,3,806,0,2015,0,0,0,0,0,0
219,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,4,1140,0,2850,0,0,0,0,0,0
220,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,5,1054,0,2635,0,0,0,0,0,0
221,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,6,1074,0,2685,0,0,0,0,0,0
222,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,7,1030,0,2575,0,0,0,0,0,0
223,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,8,534,0,1335,0,0,0,0,0,0
224,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,9,965,0,2412,0,0,0,0,0,0
225,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,10,1052,0,2630,0,0,0,0,0,0
226,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,11,601,0,1502,0,0,0,0,0,0
227,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2019,12,277,0,692,0,0,0,0,0,0
228,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,1,273,0,682,0,0,0,0,0,0
229,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,2,314,0,785,0,0,0,0,0,0
230,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,3,233,0,582,0,0,0,0,0,0
231,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,4,0,0,0,0,0,0,0,0,0
232,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,5,0,0,0,0,0,0,0,0,0
233,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,6,130,0,325,0,0,0,0,0,0
234,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,7,558,0,1395,0,0,0,0,0,0
235,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,8,439,0,1098,0,0,0,0,0,0
236,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,9,599,0,1498,0,0,0,0,0,0
237,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,10,697,0,1742,0,0,0,0,0,0
238,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,11,643,0,1608,0,0,0,0,0,0
239,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2020,12,383,0,958,0,0,0,0,0,0
240,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2016,1,57410,94,419093,94,0,0,0,1432,0
241,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2016,2,93562,94,683976,94,0,0,0,548,0
242,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2016,3,114281,94,838346,94,0,0,0,1932,0
243,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2016,4,112139,94,822905,94,0,0,0,198,0
