,ParkName,UnitCode,Region,State,Year,Month,RecVisits,NonRecVisits,RecHours,NonRecHours,TentCampers,RVCampers,Backcountry,RecHrsRange,cluster
1071,Capitol Reef NP,CARE,Intermountain ,UT,2021,4,165498,8266,254364,8266,1895,3850,1397,Usual usage,pink
1072,Capitol Reef NP,CARE,Intermountain ,UT,2021,5,221206,938,325031,938,1900,3529,1313,Usual usage,pink
1073,Capitol Reef NP,CARE,Intermountain ,UT,2021,6,189603,8233,279390,8233,1789,5149,288,Usual usage,pink
1074,Capitol Reef NP,CARE,Intermountain ,UT,2021,7,151042,6604,213908,6604,4091,2633,39,Usual usage,pink
1075,Capitol Reef NP,CARE,Intermountain ,UT,2021,8,93792,4452,165452,4452,2881,2642,40,Usual usage,pink
1076,Capitol Reef NP,CARE,Intermountain ,UT,2021,9,164879,7516,236853,7516,2068,3187,248,Usual usage,pink
1077,Capitol Reef NP,CARE,Intermountain ,UT,2021,10,164192,5000,265340,5000,1876,4753,432,Usual usage,pink
1078,Capitol Reef NP,CARE,Intermountain ,UT,2021,11,63192,5018,105507,5018,830,1422,108,Usual usage,pink
1079,Capitol Reef NP,CARE,Intermountain ,UT,2021,12,29717,1864,40749,1864,125,212,51,Low usage,pink
1080,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,1,14044,0,51586,0,0,0,9,Low usage,pink
1081,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,2,14080,0,51720,0,0,0,2,Low usage,pink
1082,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,3,44131,0,161578,0,0,0,28,Usual usage,pink
1083,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,4,31173,0,114852,0,0,0,11,Usual usage,pink
1084,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,5,35411,0,138202,0,0,0,18,Usual usage,pink
1085,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,6,50969,0,203757,0,0,0,9,Usual usage,pink
1086,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,7,62388,0,250780,0,0,0,6,Usual usage,pink
1087,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,8,38677,0,157452,0,0,0,8,Usual usage,pink
1088,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,9,23857,0,96152,0,0,0,15,Low usage,pink
1089,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,10,23706,0,96290,0,0,0,9,Low usage,pink
1090,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,11,19748,0,72787,0,0,0,19,Low usage,pink
1091,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2012,12,22874,0,83860,0,0,0,17,Low usage,pink
1092,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,1,13354,0,49142,0,0,0,15,Low usage,pink
1093,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,2,14541,0,53422,0,0,0,17,Low usage,pink
1094,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,3,49637,0,181552,0,0,0,30,Usual usage,pink
1095,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,4,29066,0,108402,0,0,0,13,Usual usage,pink
1096,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,5,37253,0,144421,0,0,0,15,Usual usage,pink
1097,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,6,52188,0,208640,0,0,0,14,Usual usage,pink
1098,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,7,67267,0,270176,0,0,0,13,Usual usage,pink
1099,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,8,46967,0,197690,0,0,0,12,Usual usage,pink
1100,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,9,28603,0,114636,0,0,0,12,Usual usage,pink
1101,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,10,8040,0,31538,0,0,0,5,Low usage,pink
1102,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,11,18746,0,69028,0,0,0,20,Low usage,pink
1103,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2013,12,22904,0,83830,0,0,0,10,Low usage,pink
1104,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,1,16251,0,59848,0,0,0,17,Low usage,pink
1105,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,2,16157,0,59586,0,0,0,20,Low usage,pink
1106,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,3,43129,0,158136,0,0,0,36,Usual usage,pink
1107,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,4,34926,0,128266,0,0,0,13,Usual usage,pink
1108,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,5,37253,0,141904,0,0,0,22,Usual usage,pink
1109,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,6,49729,0,197430,0,0,0,6,Usual usage,pink
1110,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,7,65899,0,263816,0,0,0,13,Usual usage,pink
1111,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,8,47616,0,192862,0,0,0,17,Usual usage,pink
1112,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,9,18768,0,74185,0,0,0,0,Low usage,pink
1113,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,10,23537,0,94064,0,0,0,0,Low usage,pink
1114,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,11,19874,0,72440,0,0,0,1,Low usage,pink
1115,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2014,12,24170,0,88068,0,0,0,1,Low usage,pink
1116,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,1,11930,0,43780,0,0,0,3,Low usage,pink
1117,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,2,16416,0,59856,0,0,0,0,Low usage,pink
1118,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,3,49677,0,181936,0,0,0,32,Usual usage,pink
1119,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,4,37600,0,137972,0,0,0,11,Usual usage,pink
1120,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,5,45315,0,173304,0,0,0,11,Usual usage,pink
1121,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,6,58142,0,233174,0,0,0,17,Usual usage,pink
1122,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,7,82452,0,341775,0,0,0,20,Usual usage,pink
1123,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,8,48084,0,195020,0,0,0,17,Usual usage,pink
1124,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,9,31630,0,126428,0,0,0,9,Usual usage,pink
1125,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,10,29050,0,116811,0,0,0,5,Usual usage,pink
1126,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,11,19488,0,71392,0,0,0,6,Low usage,pink
1127,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2015,12,15936,0,58222,0,0,0,4,Low usage,pink
1128,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,1,13534,0,49848,0,0,0,12,Low usage,pink
1129,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,2,13046,0,47884,0,0,0,10,Low usage,pink
1130,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,3,51157,0,187844,0,0,0,48,Usual usage,pink
1131,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,4,27222,0,100284,0,0,0,16,Usual usage,pink
1132,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,5,40834,0,153493,0,0,0,41,Usual usage,pink
1133,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,6,60625,0,246756,0,0,0,29,Usual usage,pink
1134,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,7,89963,0,357662,0,0,0,17,Usual usage,pink
1135,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,8,43799,0,175400,0,0,0,25,Usual usage,pink
1136,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,9,33676,0,135111,0,0,0,6,Usual usage,pink
1137,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,10,32932,0,134582,0,0,0,17,Usual usage,pink
1138,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,11,27810,0,101888,0,0,0,20,Usual usage,pink
1139,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2016,12,32175,0,117460,0,0,0,10,Usual usage,pink
1140,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,1,17746,0,65212,0,0,0,26,Low usage,pink
1141,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,2,20342,0,74418,0,0,0,9,Low usage,pink
1142,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,3,67429,0,246294,0,0,0,32,Usual usage,pink
1143,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,4,45744,0,168464,0,0,0,20,Usual usage,pink
1144,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,5,53960,0,206672,0,0,0,34,Usual usage,pink
1145,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,6,61408,0,245522,0,0,0,10,Usual usage,pink
1146,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,7,81748,0,323189,0,0,0,11,Usual usage,pink
1147,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,8,42952,0,172588,0,0,0,17,Usual usage,pink
1148,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,9,27714,0,110448,0,0,0,15,Usual usage,pink
1149,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,10,31570,0,126222,0,0,0,6,Usual usage,pink
1150,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,11,38440,0,143958,0,0,0,16,Usual usage,pink
1151,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2017,12,30973,0,112980,0,0,0,6,Usual usage,pink
1152,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,1,19172,0,70152,0,0,0,10,Low usage,pink
1153,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,2,21051,0,77168,0,0,0,14,Low usage,pink
1154,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,3,64669,0,236956,0,0,0,60,Usual usage,pink
1155,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,4,33182,0,122690,0,0,0,8,Usual usage,pink
1156,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,5,39735,0,150194,0,0,0,20,Usual usage,pink
1157,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,6,63091,0,250476,0,0,0,11,Usual usage,pink
1158,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,7,76302,0,301392,0,0,0,6,Usual usage,pink
1159,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,8,37116,0,147862,0,0,0,7,Usual usage,pink
1160,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,9,31053,0,123275,0,0,0,8,Usual usage,pink
1161,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,10,44238,0,183034,0,0,0,21,Usual usage,pink
1162,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,11,27358,0,100286,0,0,0,15,Usual usage,pink
1163,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2018,12,8945,0,32882,0,0,0,4,Low usage,pink
1164,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,1,3093,0,11566,0,0,0,0,Low usage,pink
1165,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,2,19470,0,71394,0,0,0,9,Low usage,pink
1166,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,3,56581,0,207078,0,0,0,32,Usual usage,pink
1167,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,4,37543,0,138050,0,0,0,22,Usual usage,pink
1168,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,5,41516,0,157214,0,0,0,36,Usual usage,pink
1169,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,6,57111,0,225075,0,0,0,16,Usual usage,pink
1170,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,7,69444,0,273505,0,0,0,16,Usual usage,pink
1171,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,8,36354,0,145974,0,0,0,13,Usual usage,pink
1172,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,9,28455,0,112720,0,0,0,10,Usual usage,pink
1173,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,10,33014,0,131961,0,0,0,29,Usual usage,pink
1174,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,11,27519,0,101601,0,0,0,35,Usual usage,pink
1175,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2019,12,30591,0,111768,0,0,0,7,Usual usage,pink
1176,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,1,21319,0,77914,0,0,0,3,Low usage,pink
1177,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,2,20860,0,76520,0,0,0,21,Low usage,pink
1178,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,3,28925,0,106274,0,0,0,31,Usual usage,pink
1179,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,4,1138,0,4554,0,0,0,0,Low usage,pink
1180,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,5,1338,0,5352,0,0,0,0,Low usage,pink
1181,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,6,10124,0,37848,0,0,0,2,Low usage,pink
1182,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,7,18855,0,69112,0,0,0,7,Low usage,pink
1183,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,8,17002,0,62294,0,0,0,0,Low usage,pink
1184,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,9,16717,0,61492,0,0,0,12,Low usage,pink
1185,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,10,21424,0,78652,0,0,0,14,Low usage,pink
1186,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,11,9265,0,34378,0,0,0,10,Low usage,pink
1187,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2020,12,16868,0,61912,0,0,0,16,Low usage,pink
1188,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,1,16219,0,59738,0,0,0,30,Low usage,pink
1189,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,2,13270,0,48842,0,0,0,12,Low usage,pink
1190,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,3,30749,0,112558,0,0,0,27,Usual usage,pink
1191,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,4,25859,0,94596,0,0,0,17,Low usage,pink
1192,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,5,29206,0,107016,0,0,0,22,Usual usage,pink
1193,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,6,34015,0,124320,0,0,0,8,Usual usage,pink
1194,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,7,53346,0,194528,0,0,0,3,Usual usage,pink
1195,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,8,29210,0,106740,0,0,0,5,Usual usage,pink
1196,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,9,24922,0,91236,0,0,0,6,Low usage,pink
1197,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,10,34791,0,127264,0,0,0,18,Usual usage,pink
1198,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,11,28082,0,102924,0,0,0,29,Usual usage,pink
1199,Carlsbad Caverns NP,CAVE,Intermountain ,NM,2021,12,29575,0,108196,0,0,0,14,Usual usage,pink
1200,Channel Islands NP,CHIS,Pacific West ,CA,2012,1,15786,531,57398,531,0,0,229,Low usage,pink
1201,Channel Islands NP,CHIS,Pacific West ,CA,2012,2,17918,317,95889,317,0,0,353,Low usage,pink
1202,Channel Islands NP,CHIS,Pacific West ,CA,2012,3,20902,430,113238,430,0,0,841,Usual usage,pink
1203,Channel Islands NP,CHIS,Pacific West ,CA,2012,4,19663,348,140120,348,0,0,1080,Usual usage,pink
1204,Channel Islands NP,CHIS,Pacific West ,CA,2012,5,24524,339,211846,339,0,0,1678,Usual usage,pink
1205,Channel Islands NP,CHIS,Pacific West ,CA,2012,6,29404,369,284081,369,0,0,2803,Usual usage,pink
1206,Channel Islands NP,CHIS,Pacific West ,CA,2012,7,36269,670,347567,670,0,0,3772,Usual usage,pink
1207,Channel Islands NP,CHIS,Pacific West ,CA,2012,8,33227,493,334878,493,0,0,3624,Usual usage,pink
1208,Channel Islands NP,CHIS,Pacific West ,CA,2012,9,24867,450,246438,450,0,0,2540,Usual usage,pink
1209,Channel Islands NP,CHIS,Pacific West ,CA,2012,10,19904,528,187384,528,0,0,1605,Usual usage,pink
1210,Channel Islands NP,CHIS,Pacific West ,CA,2012,11,4999,400,101952,400,0,0,985,Usual usage,pink
1211,Channel Islands NP,CHIS,Pacific West ,CA,2012,12,2131,266,33264,266,0,0,275,Low usage,pink
1212,Channel Islands NP,CHIS,Pacific West ,CA,2013,1,12800,61,39200,61,0,0,370,Low usage,pink
1213,Channel Islands NP,CHIS,Pacific West ,CA,2013,2,10671,407,61246,407,0,0,261,Low usage,pink
1214,Channel Islands NP,CHIS,Pacific West ,CA,2013,3,15541,474,100401,474,0,0,1622,Usual usage,pink
1215,Channel Islands NP,CHIS,Pacific West ,CA,2013,4,18927,686,163646,686,0,0,1366,Usual usage,pink
1216,Channel Islands NP,CHIS,Pacific West ,CA,2013,5,21009,443,184877,443,0,0,1910,Usual usage,pink
1217,Channel Islands NP,CHIS,Pacific West ,CA,2013,6,24797,569,197878,569,0,0,2776,Usual usage,pink
1218,Channel Islands NP,CHIS,Pacific West ,CA,2013,7,27997,730,220785,730,0,0,3535,Usual usage,pink
1219,Channel Islands NP,CHIS,Pacific West ,CA,2013,8,26273,980,264736,980,0,0,3803,Usual usage,pink
1220,Channel Islands NP,CHIS,Pacific West ,CA,2013,9,18851,520,136689,520,0,0,2887,Usual usage,pink
1221,Channel Islands NP,CHIS,Pacific West ,CA,2013,10,7193,570,62241,570,0,0,117,Low usage,pink
1222,Channel Islands NP,CHIS,Pacific West ,CA,2013,11,13638,494,104135,494,0,0,896,Usual usage,pink
1223,Channel Islands NP,CHIS,Pacific West ,CA,2013,12,14332,72,99424,72,0,0,489,Low usage,pink
1224,Channel Islands NP,CHIS,Pacific West ,CA,2014,1,18927,326,113620,326,0,0,267,Usual usage,pink
1225,Channel Islands NP,CHIS,Pacific West ,CA,2014,2,21183,368,147004,368,0,0,364,Usual usage,pink
1226,Channel Islands NP,CHIS,Pacific West ,CA,2014,3,32109,691,334017,691,0,0,1461,Usual usage,pink
1227,Channel Islands NP,CHIS,Pacific West ,CA,2014,4,25698,430,199350,430,0,0,1818,Usual usage,pink
1228,Channel Islands NP,CHIS,Pacific West ,CA,2014,5,32869,533,390435,533,0,0,2482,Usual usage,pink
1229,Channel Islands NP,CHIS,Pacific West ,CA,2014,6,43584,1290,573173,1290,0,0,2747,High usage,pink
1230,Channel Islands NP,CHIS,Pacific West ,CA,2014,7,50470,688,629703,688,0,0,4106,High usage,pink
1231,Channel Islands NP,CHIS,Pacific West ,CA,2014,8,39208,425,476864,425,0,0,4207,Usual usage,pink
1232,Channel Islands NP,CHIS,Pacific West ,CA,2014,9,27100,427,286062,427,0,0,2952,Usual usage,pink
1233,Channel Islands NP,CHIS,Pacific West ,CA,2014,10,18271,294,160202,294,0,0,1331,Usual usage,pink
1234,Channel Islands NP,CHIS,Pacific West ,CA,2014,11,17923,570,134932,570,0,0,818,Usual usage,pink
1235,Channel Islands NP,CHIS,Pacific West ,CA,2014,12,14819,532,80404,532,0,0,515,Low usage,pink
1236,Channel Islands NP,CHIS,Pacific West ,CA,2015,1,19847,530,131818,530,0,0,304,Usual usage,pink
1237,Channel Islands NP,CHIS,Pacific West ,CA,2015,2,21653,545,176596,545,0,0,326,Usual usage,pink
1238,Channel Islands NP,CHIS,Pacific West ,CA,2015,3,29901,822,297145,822,0,0,1621,Usual usage,pink
1239,Channel Islands NP,CHIS,Pacific West ,CA,2015,4,23479,587,176168,587,0,0,1538,Usual usage,pink
1240,Channel Islands NP,CHIS,Pacific West ,CA,2015,5,34023,1697,449487,1697,0,0,2260,Usual usage,pink
1241,Channel Islands NP,CHIS,Pacific West ,CA,2015,6,33193,819,341090,819,0,0,2946,Usual usage,pink
1242,Channel Islands NP,CHIS,Pacific West ,CA,2015,7,46749,921,617318,921,0,0,4163,High usage,pink
1243,Channel Islands NP,CHIS,Pacific West ,CA,2015,8,35392,882,413288,882,0,0,3238,Usual usage,pink
1244,Channel Islands NP,CHIS,Pacific West ,CA,2015,9,24994,788,230909,788,0,0,3862,Usual usage,pink
1245,Channel Islands NP,CHIS,Pacific West ,CA,2015,10,21871,829,225532,829,0,0,1972,Usual usage,pink
1246,Channel Islands NP,CHIS,Pacific West ,CA,2015,11,18913,612,174203,612,0,0,873,Usual usage,pink
1247,Channel Islands NP,CHIS,Pacific West ,CA,2015,12,14801,333,77701,333,0,0,223,Low usage,pink
1248,Channel Islands NP,CHIS,Pacific West ,CA,2016,1,15710,447,59409,447,0,0,279,Low usage,pink
1249,Channel Islands NP,CHIS,Pacific West ,CA,2016,2,20168,393,104168,393,0,0,602,Usual usage,pink
1250,Channel Islands NP,CHIS,Pacific West ,CA,2016,3,28054,467,188205,467,0,0,1123,Usual usage,pink
1251,Channel Islands NP,CHIS,Pacific West ,CA,2016,4,26142,611,177650,611,0,0,1213,Usual usage,pink
1252,Channel Islands NP,CHIS,Pacific West ,CA,2016,5,33476,758,336460,758,0,0,2572,Usual usage,pink
1253,Channel Islands NP,CHIS,Pacific West ,CA,2016,6,39342,1058,444532,1058,0,0,3267,Usual usage,pink
1254,Channel Islands NP,CHIS,Pacific West ,CA,2016,7,49119,906,526388,906,0,0,3720,High usage,pink
1255,Channel Islands NP,CHIS,Pacific West ,CA,2016,8,45123,689,529788,689,0,0,4154,High usage,pink
1256,Channel Islands NP,CHIS,Pacific West ,CA,2016,9,39450,700,501250,700,0,0,3364,High usage,pink
1257,Channel Islands NP,CHIS,Pacific West ,CA,2016,10,28906,560,303311,560,0,0,1325,Usual usage,pink
1258,Channel Islands NP,CHIS,Pacific West ,CA,2016,11,20029,487,159804,487,0,0,767,Usual usage,pink
1259,Channel Islands NP,CHIS,Pacific West ,CA,2016,12,19288,311,134530,311,0,0,499,Usual usage,pink
1260,Channel Islands NP,CHIS,Pacific West ,CA,2017,1,18887,476,94216,476,0,0,298,Low usage,pink
1261,Channel Islands NP,CHIS,Pacific West ,CA,2017,2,20325,396,104978,396,0,0,226,Usual usage,pink
1262,Channel Islands NP,CHIS,Pacific West ,CA,2017,3,32263,1125,259306,1125,0,0,1309,Usual usage,pink
1263,Channel Islands NP,CHIS,Pacific West ,CA,2017,4,33888,1070,322936,1070,0,0,1775,Usual usage,pink
1264,Channel Islands NP,CHIS,Pacific West ,CA,2017,5,37528,2495,443485,2495,0,0,2747,Usual usage,pink
1265,Channel Islands NP,CHIS,Pacific West ,CA,2017,6,44852,1196,568134,1196,0,0,3051,High usage,pink
1266,Channel Islands NP,CHIS,Pacific West ,CA,2017,7,56194,1082,677662,1082,0,0,3729,High usage,pink
1267,Channel Islands NP,CHIS,Pacific West ,CA,2017,8,40750,734,492759,734,0,0,3107,Usual usage,pink
1268,Channel Islands NP,CHIS,Pacific West ,CA,2017,9,33063,834,391828,834,0,0,3189,Usual usage,pink
1269,Channel Islands NP,CHIS,Pacific West ,CA,2017,10,25495,1046,262857,1046,0,0,2084,Usual usage,pink
1270,Channel Islands NP,CHIS,Pacific West ,CA,2017,11,23696,701,200131,701,0,0,1019,Usual usage,pink
1271,Channel Islands NP,CHIS,Pacific West ,CA,2017,12,16746,294,114579,294,0,0,400,Usual usage,pink
1272,Channel Islands NP,CHIS,Pacific West ,CA,2018,1,15986,420,96626,420,0,0,284,Low usage,pink
1273,Channel Islands NP,CHIS,Pacific West ,CA,2018,2,24878,397,133415,397,0,0,523,Usual usage,pink
1274,Channel Islands NP,CHIS,Pacific West ,CA,2018,3,30668,715,243711,715,0,0,1171,Usual usage,pink
1275,Channel Islands NP,CHIS,Pacific West ,CA,2018,4,37565,304,419761,304,0,0,1672,Usual usage,pink
1276,Channel Islands NP,CHIS,Pacific West ,CA,2018,5,33616,1143,422704,1143,0,0,1979,Usual usage,pink
1277,Channel Islands NP,CHIS,Pacific West ,CA,2018,6,39141,994,471492,994,0,0,2183,Usual usage,pink
1278,Channel Islands NP,CHIS,Pacific West ,CA,2018,7,49533,183,530999,183,0,0,3301,High usage,pink
1279,Channel Islands NP,CHIS,Pacific West ,CA,2018,8,39684,36,443800,36,0,0,3377,Usual usage,pink
1280,Channel Islands NP,CHIS,Pacific West ,CA,2018,9,31267,319,338458,319,0,0,2836,Usual usage,pink
1281,Channel Islands NP,CHIS,Pacific West ,CA,2018,10,26844,466,281746,466,0,0,1843,Usual usage,pink
1282,Channel Islands NP,CHIS,Pacific West ,CA,2018,11,21703,579,207970,579,0,0,1960,Usual usage,pink
1283,Channel Islands NP,CHIS,Pacific West ,CA,2018,12,15365,307,134384,307,0,0,334,Usual usage,pink
1284,Channel Islands NP,CHIS,Pacific West ,CA,2019,1,9193,175,146626,175,0,0,691,Usual usage,pink
1285,Channel Islands NP,CHIS,Pacific West ,CA,2019,2,22263,281,229853,281,0,0,722,Usual usage,pink
1286,Channel Islands NP,CHIS,Pacific West ,CA,2019,3,34951,374,404187,374,0,0,2270,Usual usage,pink
1287,Channel Islands NP,CHIS,Pacific West ,CA,2019,4,39218,406,484974,406,0,0,2724,Usual usage,pink
1288,Channel Islands NP,CHIS,Pacific West ,CA,2019,5,39070,745,504262,745,0,0,1962,High usage,pink
1289,Channel Islands NP,CHIS,Pacific West ,CA,2019,6,44915,481,609130,481,0,0,2484,High usage,pink
1290,Channel Islands NP,CHIS,Pacific West ,CA,2019,7,47581,508,564097,508,0,0,3019,High usage,pink
1291,Channel Islands NP,CHIS,Pacific West ,CA,2019,8,49793,333,743094,333,0,0,3506,High usage,pink
1292,Channel Islands NP,CHIS,Pacific West ,CA,2019,9,38681,348,542859,348,0,0,2791,High usage,pink
1293,Channel Islands NP,CHIS,Pacific West ,CA,2019,10,36691,223,583282,223,0,0,1528,High usage,pink
1294,Channel Islands NP,CHIS,Pacific West ,CA,2019,11,25212,279,333865,279,0,0,1066,Usual usage,pink
1295,Channel Islands NP,CHIS,Pacific West ,CA,2019,12,22062,292,265216,292,0,0,648,Usual usage,pink
1296,Channel Islands NP,CHIS,Pacific West ,CA,2020,1,18955,421,177294,421,0,0,170,Usual usage,pink
1297,Channel Islands NP,CHIS,Pacific West ,CA,2020,2,20318,123,163822,123,0,0,87,Usual usage,pink
1298,Channel Islands NP,CHIS,Pacific West ,CA,2020,3,13408,161,163248,161,0,0,119,Usual usage,pink
1299,Channel Islands NP,CHIS,Pacific West ,CA,2020,4,365,73,8754,73,0,0,0,Low usage,pink
1300,Channel Islands NP,CHIS,Pacific West ,CA,2020,5,2514,74,60341,74,0,0,0,Low usage,pink
1301,Channel Islands NP,CHIS,Pacific West ,CA,2020,6,13740,121,329748,121,0,0,1000,Usual usage,pink
1302,Channel Islands NP,CHIS,Pacific West ,CA,2020,7,15323,357,367745,357,0,0,1512,Usual usage,pink
1303,Channel Islands NP,CHIS,Pacific West ,CA,2020,8,18462,333,443088,333,0,0,1920,Usual usage,pink
1304,Channel Islands NP,CHIS,Pacific West ,CA,2020,9,18147,341,435519,341,0,0,1847,Usual usage,pink
1305,Channel Islands NP,CHIS,Pacific West ,CA,2020,10,26302,440,554823,440,0,0,1808,High usage,pink
