,ParkName,UnitCode,Region,State,Year,Month,RecVisits,NonRecVisits,RecHours,NonRecHours,TentCampers,RVCampers,Backcountry,RecHrsRange,cluster
0,Acadia NP,ACAD,Northeast ,ME,2012,1,11930,600,78738,600,0,0,0,Low usage,pink
1,Acadia NP,ACAD,Northeast ,ME,2012,2,12388,600,81758,600,0,0,0,Low usage,pink
2,Acadia NP,ACAD,Northeast ,ME,2012,3,22684,600,149716,600,0,0,0,Usual usage,pink
3,Acadia NP,ACAD,Northeast ,ME,2012,4,59471,600,344929,600,1338,174,0,Usual usage,pink
4,Acadia NP,ACAD,Northeast ,ME,2012,5,157406,7500,894751,7500,7800,1467,29,High usage,pink
5,Acadia NP,ACAD,Northeast ,ME,2012,6,309198,7500,1754612,7500,17220,3888,205,High usage,pink
6,Acadia NP,ACAD,Northeast ,ME,2012,7,539234,7500,2661851,7500,36156,6540,300,High usage,purple
7,Acadia NP,ACAD,Northeast ,ME,2012,8,574307,7500,2832259,7500,37554,7200,392,High usage,purple
8,Acadia NP,ACAD,Northeast ,ME,2012,9,391810,7500,1857938,7500,17832,6291,334,High usage,pink
9,Acadia NP,ACAD,Northeast ,ME,2012,10,302932,6000,1504128,6000,6387,1134,56,High usage,pink
10,Acadia NP,ACAD,Northeast ,ME,2012,11,38385,600,230308,600,195,66,0,Usual usage,pink
11,Acadia NP,ACAD,Northeast ,ME,2012,12,11307,600,67843,600,0,0,0,Low usage,pink
12,Acadia NP,ACAD,Northeast ,ME,2013,1,11249,600,74245,600,0,0,0,Low usage,pink
13,Acadia NP,ACAD,Northeast ,ME,2013,2,9869,600,65134,600,0,0,0,Low usage,pink
14,Acadia NP,ACAD,Northeast ,ME,2013,3,20631,600,136166,600,0,0,0,Usual usage,pink
15,Acadia NP,ACAD,Northeast ,ME,2013,4,47090,600,273124,600,1203,0,0,Usual usage,pink
16,Acadia NP,ACAD,Northeast ,ME,2013,5,133653,7500,751112,7500,5985,1230,45,High usage,pink
17,Acadia NP,ACAD,Northeast ,ME,2013,6,315791,7500,1777331,7500,17415,4482,226,High usage,pink
18,Acadia NP,ACAD,Northeast ,ME,2013,7,555308,7500,2720142,7500,34113,7569,368,High usage,purple
19,Acadia NP,ACAD,Northeast ,ME,2013,8,617306,7500,3019366,7500,37020,7980,343,High usage,purple
20,Acadia NP,ACAD,Northeast ,ME,2013,9,400400,7500,1848348,7500,17322,7107,184,High usage,pink
21,Acadia NP,ACAD,Northeast ,ME,2013,10,94904,6000,390033,6000,1212,528,0,Usual usage,pink
22,Acadia NP,ACAD,Northeast ,ME,2013,11,41181,600,247088,600,423,129,0,Usual usage,pink
23,Acadia NP,ACAD,Northeast ,ME,2013,12,7540,600,45242,600,60,0,0,Low usage,pink
24,Acadia NP,ACAD,Northeast ,ME,2014,1,10459,600,69028,600,0,0,0,Low usage,pink
25,Acadia NP,ACAD,Northeast ,ME,2014,2,10258,600,67700,600,0,0,0,Low usage,pink
26,Acadia NP,ACAD,Northeast ,ME,2014,3,17502,600,115511,600,0,0,0,Usual usage,pink
27,Acadia NP,ACAD,Northeast ,ME,2014,4,57211,600,331824,600,0,0,0,Usual usage,pink
28,Acadia NP,ACAD,Northeast ,ME,2014,5,153013,7500,855861,7500,8133,1671,46,High usage,pink
29,Acadia NP,ACAD,Northeast ,ME,2014,6,338845,7500,1910698,7500,19848,4761,285,High usage,pink
30,Acadia NP,ACAD,Northeast ,ME,2014,7,561073,7500,2755060,7500,35091,8349,341,High usage,purple
31,Acadia NP,ACAD,Northeast ,ME,2014,8,638152,7500,3122768,7500,36438,8394,285,High usage,purple
32,Acadia NP,ACAD,Northeast ,ME,2014,9,418173,7500,1927870,7500,19992,7620,223,High usage,pink
33,Acadia NP,ACAD,Northeast ,ME,2014,10,313920,6000,1661862,6000,6972,2574,50,High usage,pink
34,Acadia NP,ACAD,Northeast ,ME,2014,11,31013,600,186077,600,0,0,0,Usual usage,pink
35,Acadia NP,ACAD,Northeast ,ME,2014,12,13510,600,81058,600,0,0,0,Low usage,pink
36,Acadia NP,ACAD,Northeast ,ME,2015,1,12578,600,83017,600,0,0,0,Low usage,pink
37,Acadia NP,ACAD,Northeast ,ME,2015,2,10626,600,70132,600,0,0,0,Low usage,pink
38,Acadia NP,ACAD,Northeast ,ME,2015,3,18062,600,119207,600,0,0,0,Usual usage,pink
39,Acadia NP,ACAD,Northeast ,ME,2015,4,63214,600,366642,600,0,0,0,Usual usage,pink
40,Acadia NP,ACAD,Northeast ,ME,2015,5,187205,7500,1062976,7500,10248,1737,44,High usage,pink
41,Acadia NP,ACAD,Northeast ,ME,2015,6,359661,7500,2031345,7500,20187,4776,222,High usage,pink
42,Acadia NP,ACAD,Northeast ,ME,2015,7,606597,7500,2975978,7500,36642,7992,310,High usage,purple
43,Acadia NP,ACAD,Northeast ,ME,2015,8,666767,7500,3266176,7500,36042,7902,332,High usage,purple
44,Acadia NP,ACAD,Northeast ,ME,2015,9,479320,7500,2232571,7500,23814,7206,241,High usage,pink
45,Acadia NP,ACAD,Northeast ,ME,2015,10,344362,6000,1867356,6000,8067,2481,84,High usage,pink
46,Acadia NP,ACAD,Northeast ,ME,2015,11,48912,600,293469,600,0,0,0,Usual usage,pink
47,Acadia NP,ACAD,Northeast ,ME,2015,12,13880,600,83282,600,0,0,0,Low usage,pink
48,Acadia NP,ACAD,Northeast ,ME,2016,1,17204,600,113549,600,0,0,0,Usual usage,pink
49,Acadia NP,ACAD,Northeast ,ME,2016,2,16530,600,109098,600,0,0,0,Usual usage,pink
50,Acadia NP,ACAD,Northeast ,ME,2016,3,28121,600,185597,600,0,0,0,Usual usage,pink
51,Acadia NP,ACAD,Northeast ,ME,2016,4,94199,600,575374,600,885,168,0,High usage,pink
52,Acadia NP,ACAD,Northeast ,ME,2016,5,217147,7500,1587762,7500,10521,1854,38,High usage,pink
53,Acadia NP,ACAD,Northeast ,ME,2016,6,445410,7500,3496610,7500,25488,7938,303,High usage,purple
54,Acadia NP,ACAD,Northeast ,ME,2016,7,696854,7500,4880430,7500,39942,11757,353,High usage,purple
55,Acadia NP,ACAD,Northeast ,ME,2016,8,735945,7500,5075152,7500,40557,11649,381,High usage,purple
56,Acadia NP,ACAD,Northeast ,ME,2016,9,570434,7500,3596598,7500,23148,10044,249,High usage,purple
57,Acadia NP,ACAD,Northeast ,ME,2016,10,412416,6000,2663628,6000,12270,3219,0,High usage,purple
58,Acadia NP,ACAD,Northeast ,ME,2016,11,55022,600,330133,600,0,0,0,Usual usage,pink
59,Acadia NP,ACAD,Northeast ,ME,2016,12,14111,600,84665,600,0,0,0,Low usage,pink
60,Acadia NP,ACAD,Northeast ,ME,2017,1,15520,600,102429,600,0,0,0,Usual usage,pink
61,Acadia NP,ACAD,Northeast ,ME,2017,2,14342,600,94657,600,0,0,0,Low usage,pink
62,Acadia NP,ACAD,Northeast ,ME,2017,3,20936,600,138175,600,0,0,0,Usual usage,pink
63,Acadia NP,ACAD,Northeast ,ME,2017,4,85267,600,516088,600,594,195,0,High usage,pink
64,Acadia NP,ACAD,Northeast ,ME,2017,5,222978,7500,1680423,7500,10827,3213,298,High usage,pink
65,Acadia NP,ACAD,Northeast ,ME,2017,6,476191,7500,3657913,7500,24372,9360,298,High usage,purple
66,Acadia NP,ACAD,Northeast ,ME,2017,7,743529,7500,5107426,7500,39429,12642,325,High usage,purple
67,Acadia NP,ACAD,Northeast ,ME,2017,8,762436,7500,5209104,7500,39864,11874,336,High usage,purple
68,Acadia NP,ACAD,Northeast ,ME,2017,9,595388,7500,3916584,7500,27054,13554,253,High usage,purple
69,Acadia NP,ACAD,Northeast ,ME,2017,10,507594,6000,3201030,6000,10446,4974,87,High usage,purple
70,Acadia NP,ACAD,Northeast ,ME,2017,11,53006,600,318037,600,0,0,0,Usual usage,pink
71,Acadia NP,ACAD,Northeast ,ME,2017,12,12084,600,72504,600,0,0,0,Low usage,pink
72,Acadia NP,ACAD,Northeast ,ME,2018,1,11974,600,79026,600,0,0,0,Low usage,pink
73,Acadia NP,ACAD,Northeast ,ME,2018,2,12167,600,80301,600,0,0,0,Low usage,pink
74,Acadia NP,ACAD,Northeast ,ME,2018,3,23756,600,156790,600,0,0,0,Usual usage,pink
75,Acadia NP,ACAD,Northeast ,ME,2018,4,72858,600,421428,600,0,0,0,Usual usage,pink
76,Acadia NP,ACAD,Northeast ,ME,2018,5,249050,7500,1854392,7500,11325,3912,126,High usage,pink
77,Acadia NP,ACAD,Northeast ,ME,2018,6,499163,7500,3861197,7500,25626,10479,323,High usage,purple
78,Acadia NP,ACAD,Northeast ,ME,2018,7,759165,7500,5119628,7500,37218,12723,345,High usage,purple
79,Acadia NP,ACAD,Northeast ,ME,2018,8,767219,7500,5175840,7500,37923,12579,345,High usage,purple
80,Acadia NP,ACAD,Northeast ,ME,2018,9,600397,7500,3885466,7500,25128,14097,271,High usage,purple
81,Acadia NP,ACAD,Northeast ,ME,2018,10,488204,6000,2657950,6000,7524,4425,62,High usage,purple
82,Acadia NP,ACAD,Northeast ,ME,2018,11,40930,600,245582,600,0,0,0,Usual usage,pink
83,Acadia NP,ACAD,Northeast ,ME,2018,12,12692,600,76154,600,0,0,0,Low usage,pink
84,Acadia NP,ACAD,Northeast ,ME,2019,1,8532,600,56311,600,0,0,0,Low usage,pink
85,Acadia NP,ACAD,Northeast ,ME,2019,2,9154,600,60414,600,0,0,0,Low usage,pink
86,Acadia NP,ACAD,Northeast ,ME,2019,3,20161,600,133064,600,0,0,0,Usual usage,pink
87,Acadia NP,ACAD,Northeast ,ME,2019,4,68046,600,394023,600,0,0,0,Usual usage,pink
88,Acadia NP,ACAD,Northeast ,ME,2019,5,226156,7500,1670692,7500,10416,3327,0,High usage,pink
89,Acadia NP,ACAD,Northeast ,ME,2019,6,490720,7500,3731975,7500,23721,10383,263,High usage,purple
90,Acadia NP,ACAD,Northeast ,ME,2019,7,756439,7500,5049909,7500,36135,11853,357,High usage,purple
91,Acadia NP,ACAD,Northeast ,ME,2019,8,759735,7500,5159613,7500,39093,11637,396,High usage,purple
92,Acadia NP,ACAD,Northeast ,ME,2019,9,603273,7500,3807421,7500,22425,15174,185,High usage,purple
93,Acadia NP,ACAD,Northeast ,ME,2019,10,436194,6000,2778987,6000,9195,5322,83,High usage,purple
94,Acadia NP,ACAD,Northeast ,ME,2019,11,46011,600,276064,600,0,0,0,Usual usage,pink
95,Acadia NP,ACAD,Northeast ,ME,2019,12,12865,600,77191,600,0,0,0,Low usage,pink
96,Acadia NP,ACAD,Northeast ,ME,2020,1,12640,600,83421,600,0,0,0,Low usage,pink
97,Acadia NP,ACAD,Northeast ,ME,2020,2,13459,600,88831,600,0,0,0,Low usage,pink
98,Acadia NP,ACAD,Northeast ,ME,2020,3,28539,600,188356,600,0,0,0,Usual usage,pink
99,Acadia NP,ACAD,Northeast ,ME,2020,4,55713,600,323135,600,0,0,0,Usual usage,pink
100,Acadia NP,ACAD,Northeast ,ME,2020,5,103120,7500,598096,7500,0,0,0,High usage,pink
101,Acadia NP,ACAD,Northeast ,ME,2020,6,201156,7500,1165036,7500,0,0,0,High usage,pink
102,Acadia NP,ACAD,Northeast ,ME,2020,7,493971,7500,2470139,7500,0,0,0,High usage,purple
103,Acadia NP,ACAD,Northeast ,ME,2020,8,681746,7500,3395169,7500,0,0,0,High usage,purple
104,Acadia NP,ACAD,Northeast ,ME,2020,9,500320,7500,2492205,7500,0,0,0,High usage,purple
105,Acadia NP,ACAD,Northeast ,ME,2020,10,480859,6000,2874780,6000,0,0,0,High usage,purple
106,Acadia NP,ACAD,Northeast ,ME,2020,11,76251,600,457504,600,0,0,0,Usual usage,pink
107,Acadia NP,ACAD,Northeast ,ME,2020,12,21260,600,127562,600,0,0,0,Usual usage,pink
108,Acadia NP,ACAD,Northeast ,ME,2021,1,20268,600,133769,600,0,0,0,Usual usage,pink
109,Acadia NP,ACAD,Northeast ,ME,2021,2,16123,600,106413,600,0,0,0,Usual usage,pink
110,Acadia NP,ACAD,Northeast ,ME,2021,3,38060,600,251199,600,0,0,0,Usual usage,pink
111,Acadia NP,ACAD,Northeast ,ME,2021,4,110096,600,638557,600,0,0,0,High usage,pink
112,Acadia NP,ACAD,Northeast ,ME,2021,5,324654,7500,2168850,7500,7992,2460,0,High usage,pink
113,Acadia NP,ACAD,Northeast ,ME,2021,6,661919,7500,4505504,7500,16794,7186,161,High usage,purple
114,Acadia NP,ACAD,Northeast ,ME,2021,7,782146,7500,4927236,7500,27930,9880,390,High usage,purple
115,Acadia NP,ACAD,Northeast ,ME,2021,8,795437,7500,4991696,7500,28405,8986,534,High usage,purple
116,Acadia NP,ACAD,Northeast ,ME,2021,9,667301,7500,4096436,7500,19035,8854,386,High usage,purple
117,Acadia NP,ACAD,Northeast ,ME,2021,10,557624,6000,3649594,6000,7602,3306,141,High usage,purple
118,Acadia NP,ACAD,Northeast ,ME,2021,11,81089,600,486535,600,0,0,0,Usual usage,pink
119,Acadia NP,ACAD,Northeast ,ME,2021,12,14381,600,86285,600,0,0,0,Low usage,pink
120,Arches NP,ARCH,Intermountain ,UT,2012,1,14961,0,54781,0,266,96,28,Low usage,pink
121,Arches NP,ARCH,Intermountain ,UT,2012,2,17870,0,59926,0,146,89,28,Low usage,pink
122,Arches NP,ARCH,Intermountain ,UT,2012,3,72273,0,321771,0,2600,1180,183,Usual usage,pink
123,Arches NP,ARCH,Intermountain ,UT,2012,4,103800,0,462894,0,3229,2187,109,Usual usage,pink
124,Arches NP,ARCH,Intermountain ,UT,2012,5,142876,0,605653,0,3910,2165,156,High usage,pink
125,Arches NP,ARCH,Intermountain ,UT,2012,6,143482,0,592340,0,3929,1520,74,High usage,pink
126,Arches NP,ARCH,Intermountain ,UT,2012,7,145696,0,559679,0,2670,1561,42,High usage,pink
127,Arches NP,ARCH,Intermountain ,UT,2012,8,139036,0,522954,0,2222,1466,68,High usage,pink
128,Arches NP,ARCH,Intermountain ,UT,2012,9,139801,0,572413,0,3818,1777,78,High usage,pink
129,Arches NP,ARCH,Intermountain ,UT,2012,10,96310,0,425374,0,2926,1774,70,Usual usage,pink
130,Arches NP,ARCH,Intermountain ,UT,2012,11,36170,0,157316,0,1068,814,15,Usual usage,pink
131,Arches NP,ARCH,Intermountain ,UT,2012,12,18302,0,62855,0,218,113,0,Low usage,pink
132,Arches NP,ARCH,Intermountain ,UT,2013,1,11099,0,36676,0,110,26,4,Low usage,pink
133,Arches NP,ARCH,Intermountain ,UT,2013,2,16426,0,51869,0,82,26,0,Low usage,pink
134,Arches NP,ARCH,Intermountain ,UT,2013,3,73935,0,364682,0,3756,1310,143,Usual usage,pink
135,Arches NP,ARCH,Intermountain ,UT,2013,4,108086,0,470189,0,3202,2022,170,Usual usage,pink
136,Arches NP,ARCH,Intermountain ,UT,2013,5,149321,0,618653,0,3726,2195,231,High usage,pink
137,Arches NP,ARCH,Intermountain ,UT,2013,6,154505,0,614966,0,3510,1787,100,High usage,pink
138,Arches NP,ARCH,Intermountain ,UT,2013,7,156182,0,593824,0,2670,1561,42,High usage,pink
139,Arches NP,ARCH,Intermountain ,UT,2013,8,147259,0,577061,0,3129,1606,117,High usage,pink
140,Arches NP,ARCH,Intermountain ,UT,2013,9,143755,0,585785,0,3845,1804,77,High usage,pink
141,Arches NP,ARCH,Intermountain ,UT,2013,10,57446,0,261144,0,2117,1154,34,Usual usage,pink
142,Arches NP,ARCH,Intermountain ,UT,2013,11,43928,0,188956,0,1409,842,33,Usual usage,pink
143,Arches NP,ARCH,Intermountain ,UT,2013,12,20924,0,68753,0,149,98,2,Low usage,pink
144,Arches NP,ARCH,Intermountain ,UT,2014,1,17038,0,54420,0,101,36,1,Low usage,pink
145,Arches NP,ARCH,Intermountain ,UT,2014,2,22559,0,87490,0,473,353,0,Low usage,pink
146,Arches NP,ARCH,Intermountain ,UT,2014,3,89841,0,404730,0,3726,1156,220,Usual usage,pink
147,Arches NP,ARCH,Intermountain ,UT,2014,4,122186,0,517673,0,3205,1966,155,High usage,pink
148,Arches NP,ARCH,Intermountain ,UT,2014,5,165379,0,668271,0,3721,2217,235,High usage,pink
149,Arches NP,ARCH,Intermountain ,UT,2014,6,170286,0,663257,0,3521,1790,118,High usage,pink
150,Arches NP,ARCH,Intermountain ,UT,2014,7,169844,0,632517,0,2684,1588,126,High usage,pink
151,Arches NP,ARCH,Intermountain ,UT,2014,8,173416,0,629281,0,2265,1488,121,High usage,pink
152,Arches NP,ARCH,Intermountain ,UT,2014,9,165222,0,600116,0,1450,2257,75,High usage,pink
153,Arches NP,ARCH,Intermountain ,UT,2014,10,115545,0,456363,0,2400,1572,108,Usual usage,pink
154,Arches NP,ARCH,Intermountain ,UT,2014,11,46940,0,198114,0,1368,859,41,Usual usage,pink
155,Arches NP,ARCH,Intermountain ,UT,2014,12,26511,0,93622,0,338,154,11,Low usage,pink
156,Arches NP,ARCH,Intermountain ,UT,2015,1,20699,0,73205,0,288,137,14,Low usage,pink
157,Arches NP,ARCH,Intermountain ,UT,2015,2,34255,0,136062,0,842,432,25,Usual usage,pink
158,Arches NP,ARCH,Intermountain ,UT,2015,3,103649,0,453777,0,3853,1401,230,Usual usage,pink
159,Arches NP,ARCH,Intermountain ,UT,2015,4,138903,0,573009,0,3364,2157,219,High usage,pink
160,Arches NP,ARCH,Intermountain ,UT,2015,5,179804,0,713642,0,3745,2271,236,High usage,pink
161,Arches NP,ARCH,Intermountain ,UT,2015,6,189073,0,723265,0,3548,1817,116,High usage,pink
162,Arches NP,ARCH,Intermountain ,UT,2015,7,195748,0,711334,0,2684,1588,99,High usage,pink
163,Arches NP,ARCH,Intermountain ,UT,2015,8,173186,0,648544,0,2692,1904,84,High usage,pink
164,Arches NP,ARCH,Intermountain ,UT,2015,9,171711,0,613908,0,1971,1723,67,High usage,pink
165,Arches NP,ARCH,Intermountain ,UT,2015,10,115859,0,474225,0,2570,2026,89,Usual usage,pink
166,Arches NP,ARCH,Intermountain ,UT,2015,11,49087,0,202971,0,1282,838,19,Usual usage,pink
167,Arches NP,ARCH,Intermountain ,UT,2015,12,27273,0,96228,0,319,271,10,Low usage,pink
168,Arches NP,ARCH,Intermountain ,UT,2016,1,20311,0,72727,0,274,197,21,Low usage,pink
169,Arches NP,ARCH,Intermountain ,UT,2016,2,33200,0,132404,0,850,451,34,Usual usage,pink
170,Arches NP,ARCH,Intermountain ,UT,2016,3,119122,0,486543,0,2786,1674,314,Usual usage,pink
171,Arches NP,ARCH,Intermountain ,UT,2016,4,151112,0,611948,0,3172,2157,199,High usage,pink
172,Arches NP,ARCH,Intermountain ,UT,2016,5,201718,0,771336,0,3632,2217,296,High usage,pink
173,Arches NP,ARCH,Intermountain ,UT,2016,6,211706,0,782674,0,3356,1520,123,High usage,pink
174,Arches NP,ARCH,Intermountain ,UT,2016,7,210359,0,742619,0,2740,1709,87,High usage,pink
175,Arches NP,ARCH,Intermountain ,UT,2016,8,188340,0,699903,0,2946,2273,84,High usage,pink
176,Arches NP,ARCH,Intermountain ,UT,2016,9,200906,0,750232,0,3027,2217,16,High usage,pink
177,Arches NP,ARCH,Intermountain ,UT,2016,10,146250,0,574264,0,2808,2150,0,High usage,pink
178,Arches NP,ARCH,Intermountain ,UT,2016,11,69404,0,311656,0,2047,1956,0,Usual usage,pink
179,Arches NP,ARCH,Intermountain ,UT,2016,12,33290,0,112944,0,408,137,0,Usual usage,pink
180,Arches NP,ARCH,Intermountain ,UT,2017,1,21549,0,75475,0,338,113,0,Low usage,pink
181,Arches NP,ARCH,Intermountain ,UT,2017,2,38248,0,149247,0,886,552,0,Usual usage,pink
182,Arches NP,ARCH,Intermountain ,UT,2017,3,128508,0,385669,0,0,0,6,Usual usage,pink
183,Arches NP,ARCH,Intermountain ,UT,2017,4,155286,0,466003,0,0,0,6,Usual usage,pink
184,Arches NP,ARCH,Intermountain ,UT,2017,5,188726,0,566777,0,0,0,25,High usage,pink
185,Arches NP,ARCH,Intermountain ,UT,2017,6,193060,0,579253,0,0,0,3,High usage,pink
186,Arches NP,ARCH,Intermountain ,UT,2017,7,192767,0,578374,0,0,0,3,High usage,pink
187,Arches NP,ARCH,Intermountain ,UT,2017,8,177764,0,533461,0,0,0,7,High usage,pink
188,Arches NP,ARCH,Intermountain ,UT,2017,9,187603,0,563025,0,0,0,9,High usage,pink
189,Arches NP,ARCH,Intermountain ,UT,2017,10,138325,0,415096,0,0,0,5,Usual usage,pink
190,Arches NP,ARCH,Intermountain ,UT,2017,11,72867,0,218600,0,0,0,0,Usual usage,pink
191,Arches NP,ARCH,Intermountain ,UT,2017,12,44325,0,141697,0,202,161,1,Usual usage,pink
192,Arches NP,ARCH,Intermountain ,UT,2018,1,31810,0,107123,0,230,257,0,Usual usage,pink
193,Arches NP,ARCH,Intermountain ,UT,2018,2,40325,0,155111,0,732,602,6,Usual usage,pink
194,Arches NP,ARCH,Intermountain ,UT,2018,3,134951,0,438754,0,559,408,40,Usual usage,pink
195,Arches NP,ARCH,Intermountain ,UT,2018,4,167156,0,611537,0,1631,2219,40,High usage,pink
196,Arches NP,ARCH,Intermountain ,UT,2018,5,215255,0,757596,0,1720,2271,90,High usage,pink
197,Arches NP,ARCH,Intermountain ,UT,2018,6,214443,0,754762,0,2562,1631,32,High usage,pink
198,Arches NP,ARCH,Intermountain ,UT,2018,7,205493,0,728454,0,2244,1801,23,High usage,pink
199,Arches NP,ARCH,Intermountain ,UT,2018,8,183840,0,646442,0,2060,1431,47,High usage,pink
200,Arches NP,ARCH,Intermountain ,UT,2018,9,206254,0,683816,0,1334,1253,28,High usage,pink
201,Arches NP,ARCH,Intermountain ,UT,2018,10,147996,0,563609,0,2618,2165,33,High usage,pink
202,Arches NP,ARCH,Intermountain ,UT,2018,11,74155,0,322920,0,2006,1903,25,Usual usage,pink
203,Arches NP,ARCH,Intermountain ,UT,2018,12,41879,0,136735,0,242,216,4,Usual usage,pink
204,Arches NP,ARCH,Intermountain ,UT,2019,1,21499,0,66975,0,48,55,0,Low usage,pink
205,Arches NP,ARCH,Intermountain ,UT,2019,2,30239,0,90766,0,0,0,2,Low usage,pink
206,Arches NP,ARCH,Intermountain ,UT,2019,3,132191,0,432543,0,578,451,64,Usual usage,pink
207,Arches NP,ARCH,Intermountain ,UT,2019,4,168788,0,610290,0,1612,2130,46,High usage,pink
208,Arches NP,ARCH,Intermountain ,UT,2019,5,217474,0,763628,0,1720,2271,64,High usage,pink
209,Arches NP,ARCH,Intermountain ,UT,2019,6,225206,0,792881,0,2754,1828,59,High usage,pink
210,Arches NP,ARCH,Intermountain ,UT,2019,7,208993,0,753288,0,2916,1855,23,High usage,pink
211,Arches NP,ARCH,Intermountain ,UT,2019,8,184890,0,652632,0,2025,1704,47,High usage,pink
212,Arches NP,ARCH,Intermountain ,UT,2019,9,207857,0,729850,0,2128,1650,28,High usage,pink
213,Arches NP,ARCH,Intermountain ,UT,2019,10,149764,0,589552,0,2340,2371,45,High usage,pink
214,Arches NP,ARCH,Intermountain ,UT,2019,11,73420,0,297890,0,1121,1745,25,Usual usage,pink
215,Arches NP,ARCH,Intermountain ,UT,2019,12,39381,0,132524,0,281,230,2,Usual usage,pink
216,Arches NP,ARCH,Intermountain ,UT,2020,1,28462,0,89937,0,48,142,0,Low usage,pink
217,Arches NP,ARCH,Intermountain ,UT,2020,2,42416,0,153428,0,641,444,6,Usual usage,pink
218,Arches NP,ARCH,Intermountain ,UT,2020,3,81623,0,279597,0,597,726,28,Usual usage,pink
219,Arches NP,ARCH,Intermountain ,UT,2020,4,0,0,0,0,0,0,0,Low usage,pink
220,Arches NP,ARCH,Intermountain ,UT,2020,5,13832,0,41496,0,0,0,0,Low usage,pink
221,Arches NP,ARCH,Intermountain ,UT,2020,6,163699,0,491098,0,0,0,0,Usual usage,pink
222,Arches NP,ARCH,Intermountain ,UT,2020,7,193824,0,630813,0,1058,770,0,High usage,pink
223,Arches NP,ARCH,Intermountain ,UT,2020,8,164539,0,600106,0,2068,1874,0,High usage,pink
224,Arches NP,ARCH,Intermountain ,UT,2020,9,203866,0,752195,0,2740,2406,0,High usage,pink
225,Arches NP,ARCH,Intermountain ,UT,2020,10,177864,0,650219,0,1896,2294,0,High usage,pink
226,Arches NP,ARCH,Intermountain ,UT,2020,11,103916,0,398570,0,1142,1771,0,Usual usage,pink
227,Arches NP,ARCH,Intermountain ,UT,2020,12,64042,0,201400,0,192,194,0,Usual usage,pink
228,Arches NP,ARCH,Intermountain ,UT,2021,1,48725,0,146174,0,0,0,0,Usual usage,pink
229,Arches NP,ARCH,Intermountain ,UT,2021,2,53986,0,161957,0,0,0,0,Usual usage,pink
230,Arches NP,ARCH,Intermountain ,UT,2021,3,151077,0,489725,0,664,518,0,Usual usage,pink
231,Arches NP,ARCH,Intermountain ,UT,2021,4,193914,0,699058,0,1863,2465,38,High usage,pink
232,Arches NP,ARCH,Intermountain ,UT,2021,5,225789,0,762232,0,1493,1458,60,High usage,pink
233,Arches NP,ARCH,Intermountain ,UT,2021,6,238499,0,803670,0,1636,1461,56,High usage,pink
234,Arches NP,ARCH,Intermountain ,UT,2021,7,211928,0,718285,0,1536,1293,20,High usage,pink
235,Arches NP,ARCH,Intermountain ,UT,2021,8,167686,0,620902,0,2279,1779,33,High usage,pink
236,Arches NP,ARCH,Intermountain ,UT,2021,9,193002,0,690157,0,1415,2120,37,High usage,pink
237,Arches NP,ARCH,Intermountain ,UT,2021,10,169983,0,618457,0,1166,2081,42,High usage,pink
238,Arches NP,ARCH,Intermountain ,UT,2021,11,98362,0,374501,0,1159,1661,26,Usual usage,pink
239,Arches NP,ARCH,Intermountain ,UT,2021,12,53914,0,187126,0,535,458,0,Usual usage,pink
240,Badlands NP,BADL,Midwest ,SD,2012,1,9660,1572,37811,1572,0,0,0,Low usage,pink
241,Badlands NP,BADL,Midwest ,SD,2012,2,10908,1572,42956,1572,0,0,4,Low usage,pink
242,Badlands NP,BADL,Midwest ,SD,2012,3,22784,1572,93044,1572,57,0,41,Low usage,pink
243,Badlands NP,BADL,Midwest ,SD,2012,4,31658,1572,135797,1572,110,46,101,Usual usage,pink
244,Badlands NP,BADL,Midwest ,SD,2012,5,72568,1572,333576,1572,57,8,107,Usual usage,pink
245,Badlands NP,BADL,Midwest ,SD,2012,6,162676,1572,746504,1572,369,87,238,High usage,pink
246,Badlands NP,BADL,Midwest ,SD,2012,7,209064,1572,918067,1572,638,68,141,High usage,pink
247,Badlands NP,BADL,Midwest ,SD,2012,8,189830,1572,857649,1572,536,95,163,High usage,pink
248,Badlands NP,BADL,Midwest ,SD,2012,9,103606,1572,490687,1572,312,42,121,Usual usage,pink
249,Badlands NP,BADL,Midwest ,SD,2012,10,40449,1572,179175,1572,80,4,54,Usual usage,pink
250,Badlands NP,BADL,Midwest ,SD,2012,11,17791,1572,70686,1572,0,0,2,Low usage,pink
251,Badlands NP,BADL,Midwest ,SD,2012,12,12412,1572,49220,1572,23,0,7,Low usage,pink
252,Badlands NP,BADL,Midwest ,SD,2013,1,11882,2242,46338,2242,0,0,0,Low usage,pink
253,Badlands NP,BADL,Midwest ,SD,2013,2,11033,2036,43347,2036,27,0,0,Low usage,pink
254,Badlands NP,BADL,Midwest ,SD,2013,3,18258,2396,73771,2396,68,46,16,Low usage,pink
255,Badlands NP,BADL,Midwest ,SD,2013,4,20750,3027,85544,3027,65,57,28,Low usage,pink
256,Badlands NP,BADL,Midwest ,SD,2013,5,65043,6434,312441,6434,825,247,38,Usual usage,pink
257,Badlands NP,BADL,Midwest ,SD,2013,6,177507,7809,820320,7809,1938,342,542,High usage,pink
258,Badlands NP,BADL,Midwest ,SD,2013,7,225096,8318,1052424,8318,2937,327,298,High usage,pink
