,ParkName,UNIT_CODE,Region,State,Year,Month,RecHours,NonRecHours
0,Acadia NP,ACAD,Northeast ,ME,2012,1,78738,600
1,Acadia NP,ACAD,Northeast ,ME,2012,2,81758,600
2,Acadia NP,ACAD,Northeast ,ME,2012,3,149716,600
3,Acadia NP,ACAD,Northeast ,ME,2012,4,344929,600
4,Acadia NP,ACAD,Northeast ,ME,2012,5,894751,7500
5,Acadia NP,ACAD,Northeast ,ME,2012,6,1754612,7500
6,Acadia NP,ACAD,Northeast ,ME,2012,7,2661851,7500
7,Acadia NP,ACAD,Northeast ,ME,2012,8,2832259,7500
8,Acadia NP,ACAD,Northeast ,ME,2012,9,1857938,7500
9,Acadia NP,ACAD,Northeast ,ME,2012,10,1504128,6000
10,Acadia NP,ACAD,Northeast ,ME,2012,11,230308,600
11,Acadia NP,ACAD,Northeast ,ME,2012,12,67843,600
12,Acadia NP,ACAD,Northeast ,ME,2013,1,74245,600
13,Acadia NP,ACAD,Northeast ,ME,2013,2,65134,600
14,Acadia NP,ACAD,Northeast ,ME,2013,3,136166,600
15,Acadia NP,ACAD,Northeast ,ME,2013,4,273124,600
16,Acadia NP,ACAD,Northeast ,ME,2013,5,751112,7500
17,Acadia NP,ACAD,Northeast ,ME,2013,6,1777331,7500
18,Acadia NP,ACAD,Northeast ,ME,2013,7,2720142,7500
19,Acadia NP,ACAD,Northeast ,ME,2013,8,3019366,7500
20,Acadia NP,ACAD,Northeast ,ME,2013,9,1848348,7500
21,Acadia NP,ACAD,Northeast ,ME,2013,10,390033,6000
22,Acadia NP,ACAD,Northeast ,ME,2013,11,247088,600
23,Acadia NP,ACAD,Northeast ,ME,2013,12,45242,600
24,Acadia NP,ACAD,Northeast ,ME,2014,1,69028,600
25,Acadia NP,ACAD,Northeast ,ME,2014,2,67700,600
26,Acadia NP,ACAD,Northeast ,ME,2014,3,115511,600
27,Acadia NP,ACAD,Northeast ,ME,2014,4,331824,600
28,Acadia NP,ACAD,Northeast ,ME,2014,5,855861,7500
29,Acadia NP,ACAD,Northeast ,ME,2014,6,1910698,7500
30,Acadia NP,ACAD,Northeast ,ME,2014,7,2755060,7500
31,Acadia NP,ACAD,Northeast ,ME,2014,8,3122768,7500
32,Acadia NP,ACAD,Northeast ,ME,2014,9,1927870,7500
33,Acadia NP,ACAD,Northeast ,ME,2014,10,1661862,6000
34,Acadia NP,ACAD,Northeast ,ME,2014,11,186077,600
35,Acadia NP,ACAD,Northeast ,ME,2014,12,81058,600
36,Acadia NP,ACAD,Northeast ,ME,2015,1,83017,600
37,Acadia NP,ACAD,Northeast ,ME,2015,2,70132,600
38,Acadia NP,ACAD,Northeast ,ME,2015,3,119207,600
39,Acadia NP,ACAD,Northeast ,ME,2015,4,366642,600
40,Acadia NP,ACAD,Northeast ,ME,2015,5,1062976,7500
41,Acadia NP,ACAD,Northeast ,ME,2015,6,2031345,7500
42,Acadia NP,ACAD,Northeast ,ME,2015,7,2975978,7500
43,Acadia NP,ACAD,Northeast ,ME,2015,8,3266176,7500
44,Acadia NP,ACAD,Northeast ,ME,2015,9,2232571,7500
45,Acadia NP,ACAD,Northeast ,ME,2015,10,1867356,6000
46,Acadia NP,ACAD,Northeast ,ME,2015,11,293469,600
47,Acadia NP,ACAD,Northeast ,ME,2015,12,83282,600
48,Acadia NP,ACAD,Northeast ,ME,2016,1,113549,600
49,Acadia NP,ACAD,Northeast ,ME,2016,2,109098,600
50,Acadia NP,ACAD,Northeast ,ME,2016,3,185597,600
51,Acadia NP,ACAD,Northeast ,ME,2016,4,575374,600
52,Acadia NP,ACAD,Northeast ,ME,2016,5,1587762,7500
53,Acadia NP,ACAD,Northeast ,ME,2016,6,3496610,7500
54,Acadia NP,ACAD,Northeast ,ME,2016,7,4880430,7500
55,Acadia NP,ACAD,Northeast ,ME,2016,8,5075152,7500
56,Acadia NP,ACAD,Northeast ,ME,2016,9,3596598,7500
57,Acadia NP,ACAD,Northeast ,ME,2016,10,2663628,6000
58,Acadia NP,ACAD,Northeast ,ME,2016,11,330133,600
59,Acadia NP,ACAD,Northeast ,ME,2016,12,84665,600
60,Acadia NP,ACAD,Northeast ,ME,2017,1,102429,600
61,Acadia NP,ACAD,Northeast ,ME,2017,2,94657,600
62,Acadia NP,ACAD,Northeast ,ME,2017,3,138175,600
63,Acadia NP,ACAD,Northeast ,ME,2017,4,516088,600
64,Acadia NP,ACAD,Northeast ,ME,2017,5,1680423,7500
65,Acadia NP,ACAD,Northeast ,ME,2017,6,3657913,7500
66,Acadia NP,ACAD,Northeast ,ME,2017,7,5107426,7500
67,Acadia NP,ACAD,Northeast ,ME,2017,8,5209104,7500
68,Acadia NP,ACAD,Northeast ,ME,2017,9,3916584,7500
69,Acadia NP,ACAD,Northeast ,ME,2017,10,3201030,6000
70,Acadia NP,ACAD,Northeast ,ME,2017,11,318037,600
71,Acadia NP,ACAD,Northeast ,ME,2017,12,72504,600
72,Acadia NP,ACAD,Northeast ,ME,2018,1,79026,600
73,Acadia NP,ACAD,Northeast ,ME,2018,2,80301,600
74,Acadia NP,ACAD,Northeast ,ME,2018,3,156790,600
75,Acadia NP,ACAD,Northeast ,ME,2018,4,421428,600
76,Acadia NP,ACAD,Northeast ,ME,2018,5,1854392,7500
77,Acadia NP,ACAD,Northeast ,ME,2018,6,3861197,7500
78,Acadia NP,ACAD,Northeast ,ME,2018,7,5119628,7500
79,Acadia NP,ACAD,Northeast ,ME,2018,8,5175840,7500
80,Acadia NP,ACAD,Northeast ,ME,2018,9,3885466,7500
81,Acadia NP,ACAD,Northeast ,ME,2018,10,2657950,6000
82,Acadia NP,ACAD,Northeast ,ME,2018,11,245582,600
83,Acadia NP,ACAD,Northeast ,ME,2018,12,76154,600
84,Acadia NP,ACAD,Northeast ,ME,2019,1,56311,600
85,Acadia NP,ACAD,Northeast ,ME,2019,2,60414,600
86,Acadia NP,ACAD,Northeast ,ME,2019,3,133064,600
87,Acadia NP,ACAD,Northeast ,ME,2019,4,394023,600
88,Acadia NP,ACAD,Northeast ,ME,2019,5,1670692,7500
89,Acadia NP,ACAD,Northeast ,ME,2019,6,3731975,7500
90,Acadia NP,ACAD,Northeast ,ME,2019,7,5049909,7500
91,Acadia NP,ACAD,Northeast ,ME,2019,8,5159613,7500
92,Acadia NP,ACAD,Northeast ,ME,2019,9,3807421,7500
93,Acadia NP,ACAD,Northeast ,ME,2019,10,2778987,6000
94,Acadia NP,ACAD,Northeast ,ME,2019,11,276064,600
95,Acadia NP,ACAD,Northeast ,ME,2019,12,77191,600
96,Acadia NP,ACAD,Northeast ,ME,2020,1,83421,600
97,Acadia NP,ACAD,Northeast ,ME,2020,2,88831,600
98,Acadia NP,ACAD,Northeast ,ME,2020,3,188356,600
99,Acadia NP,ACAD,Northeast ,ME,2020,4,323135,600
100,Acadia NP,ACAD,Northeast ,ME,2020,5,598096,7500
101,Acadia NP,ACAD,Northeast ,ME,2020,6,1165036,7500
102,Acadia NP,ACAD,Northeast ,ME,2020,7,2470139,7500
103,Acadia NP,ACAD,Northeast ,ME,2020,8,3395169,7500
104,Acadia NP,ACAD,Northeast ,ME,2020,9,2492205,7500
105,Acadia NP,ACAD,Northeast ,ME,2020,10,2874780,6000
106,Acadia NP,ACAD,Northeast ,ME,2020,11,457504,600
107,Acadia NP,ACAD,Northeast ,ME,2020,12,127562,600
108,Acadia NP,ACAD,Northeast ,ME,2021,1,133769,600
109,Acadia NP,ACAD,Northeast ,ME,2021,2,106413,600
110,Acadia NP,ACAD,Northeast ,ME,2021,3,251199,600
111,Acadia NP,ACAD,Northeast ,ME,2021,4,638557,600
112,Acadia NP,ACAD,Northeast ,ME,2021,5,2168850,7500
113,Acadia NP,ACAD,Northeast ,ME,2021,6,4505504,7500
114,Acadia NP,ACAD,Northeast ,ME,2021,7,4927236,7500
115,Acadia NP,ACAD,Northeast ,ME,2021,8,4991696,7500
116,Acadia NP,ACAD,Northeast ,ME,2021,9,4096436,7500
117,Acadia NP,ACAD,Northeast ,ME,2021,10,3649594,6000
118,Acadia NP,ACAD,Northeast ,ME,2021,11,486535,600
119,Acadia NP,ACAD,Northeast ,ME,2021,12,86285,600
120,Arches NP,ARCH,Intermountain ,UT,2012,1,54781,0
121,Arches NP,ARCH,Intermountain ,UT,2012,2,59926,0
122,Arches NP,ARCH,Intermountain ,UT,2012,3,321771,0
123,Arches NP,ARCH,Intermountain ,UT,2012,4,462894,0
124,Arches NP,ARCH,Intermountain ,UT,2012,5,605653,0
125,Arches NP,ARCH,Intermountain ,UT,2012,6,592340,0
126,Arches NP,ARCH,Intermountain ,UT,2012,7,559679,0
127,Arches NP,ARCH,Intermountain ,UT,2012,8,522954,0
128,Arches NP,ARCH,Intermountain ,UT,2012,9,572413,0
129,Arches NP,ARCH,Intermountain ,UT,2012,10,425374,0
130,Arches NP,ARCH,Intermountain ,UT,2012,11,157316,0
131,Arches NP,ARCH,Intermountain ,UT,2012,12,62855,0
132,Arches NP,ARCH,Intermountain ,UT,2013,1,36676,0
133,Arches NP,ARCH,Intermountain ,UT,2013,2,51869,0
134,Arches NP,ARCH,Intermountain ,UT,2013,3,364682,0
135,Arches NP,ARCH,Intermountain ,UT,2013,4,470189,0
136,Arches NP,ARCH,Intermountain ,UT,2013,5,618653,0
137,Arches NP,ARCH,Intermountain ,UT,2013,6,614966,0
138,Arches NP,ARCH,Intermountain ,UT,2013,7,593824,0
139,Arches NP,ARCH,Intermountain ,UT,2013,8,577061,0
140,Arches NP,ARCH,Intermountain ,UT,2013,9,585785,0
141,Arches NP,ARCH,Intermountain ,UT,2013,10,261144,0
142,Arches NP,ARCH,Intermountain ,UT,2013,11,188956,0
143,Arches NP,ARCH,Intermountain ,UT,2013,12,68753,0
144,Arches NP,ARCH,Intermountain ,UT,2014,1,54420,0
145,Arches NP,ARCH,Intermountain ,UT,2014,2,87490,0
146,Arches NP,ARCH,Intermountain ,UT,2014,3,404730,0
147,Arches NP,ARCH,Intermountain ,UT,2014,4,517673,0
148,Arches NP,ARCH,Intermountain ,UT,2014,5,668271,0
149,Arches NP,ARCH,Intermountain ,UT,2014,6,663257,0
150,Arches NP,ARCH,Intermountain ,UT,2014,7,632517,0
151,Arches NP,ARCH,Intermountain ,UT,2014,8,629281,0
152,Arches NP,ARCH,Intermountain ,UT,2014,9,600116,0
153,Arches NP,ARCH,Intermountain ,UT,2014,10,456363,0
154,Arches NP,ARCH,Intermountain ,UT,2014,11,198114,0
155,Arches NP,ARCH,Intermountain ,UT,2014,12,93622,0
156,Arches NP,ARCH,Intermountain ,UT,2015,1,73205,0
157,Arches NP,ARCH,Intermountain ,UT,2015,2,136062,0
158,Arches NP,ARCH,Intermountain ,UT,2015,3,453777,0
159,Arches NP,ARCH,Intermountain ,UT,2015,4,573009,0
160,Arches NP,ARCH,Intermountain ,UT,2015,5,713642,0
161,Arches NP,ARCH,Intermountain ,UT,2015,6,723265,0
162,Arches NP,ARCH,Intermountain ,UT,2015,7,711334,0
163,Arches NP,ARCH,Intermountain ,UT,2015,8,648544,0
164,Arches NP,ARCH,Intermountain ,UT,2015,9,613908,0
165,Arches NP,ARCH,Intermountain ,UT,2015,10,474225,0
166,Arches NP,ARCH,Intermountain ,UT,2015,11,202971,0
167,Arches NP,ARCH,Intermountain ,UT,2015,12,96228,0
168,Arches NP,ARCH,Intermountain ,UT,2016,1,72727,0
169,Arches NP,ARCH,Intermountain ,UT,2016,2,132404,0
170,Arches NP,ARCH,Intermountain ,UT,2016,3,486543,0
171,Arches NP,ARCH,Intermountain ,UT,2016,4,611948,0
172,Arches NP,ARCH,Intermountain ,UT,2016,5,771336,0
173,Arches NP,ARCH,Intermountain ,UT,2016,6,782674,0
174,Arches NP,ARCH,Intermountain ,UT,2016,7,742619,0
175,Arches NP,ARCH,Intermountain ,UT,2016,8,699903,0
176,Arches NP,ARCH,Intermountain ,UT,2016,9,750232,0
177,Arches NP,ARCH,Intermountain ,UT,2016,10,574264,0
178,Arches NP,ARCH,Intermountain ,UT,2016,11,311656,0
179,Arches NP,ARCH,Intermountain ,UT,2016,12,112944,0
180,Arches NP,ARCH,Intermountain ,UT,2017,1,75475,0
181,Arches NP,ARCH,Intermountain ,UT,2017,2,149247,0
182,Arches NP,ARCH,Intermountain ,UT,2017,3,385669,0
183,Arches NP,ARCH,Intermountain ,UT,2017,4,466003,0
184,Arches NP,ARCH,Intermountain ,UT,2017,5,566777,0
185,Arches NP,ARCH,Intermountain ,UT,2017,6,579253,0
186,Arches NP,ARCH,Intermountain ,UT,2017,7,578374,0
187,Arches NP,ARCH,Intermountain ,UT,2017,8,533461,0
188,Arches NP,ARCH,Intermountain ,UT,2017,9,563025,0
189,Arches NP,ARCH,Intermountain ,UT,2017,10,415096,0
190,Arches NP,ARCH,Intermountain ,UT,2017,11,218600,0
191,Arches NP,ARCH,Intermountain ,UT,2017,12,141697,0
192,Arches NP,ARCH,Intermountain ,UT,2018,1,107123,0
193,Arches NP,ARCH,Intermountain ,UT,2018,2,155111,0
194,Arches NP,ARCH,Intermountain ,UT,2018,3,438754,0
195,Arches NP,ARCH,Intermountain ,UT,2018,4,611537,0
196,Arches NP,ARCH,Intermountain ,UT,2018,5,757596,0
197,Arches NP,ARCH,Intermountain ,UT,2018,6,754762,0
198,Arches NP,ARCH,Intermountain ,UT,2018,7,728454,0
199,Arches NP,ARCH,Intermountain ,UT,2018,8,646442,0
200,Arches NP,ARCH,Intermountain ,UT,2018,9,683816,0
201,Arches NP,ARCH,Intermountain ,UT,2018,10,563609,0
202,Arches NP,ARCH,Intermountain ,UT,2018,11,322920,0
203,Arches NP,ARCH,Intermountain ,UT,2018,12,136735,0
204,Arches NP,ARCH,Intermountain ,UT,2019,1,66975,0
205,Arches NP,ARCH,Intermountain ,UT,2019,2,90766,0
206,Arches NP,ARCH,Intermountain ,UT,2019,3,432543,0
207,Arches NP,ARCH,Intermountain ,UT,2019,4,610290,0
208,Arches NP,ARCH,Intermountain ,UT,2019,5,763628,0
209,Arches NP,ARCH,Intermountain ,UT,2019,6,792881,0
210,Arches NP,ARCH,Intermountain ,UT,2019,7,753288,0
211,Arches NP,ARCH,Intermountain ,UT,2019,8,652632,0
212,Arches NP,ARCH,Intermountain ,UT,2019,9,729850,0
213,Arches NP,ARCH,Intermountain ,UT,2019,10,589552,0
214,Arches NP,ARCH,Intermountain ,UT,2019,11,297890,0
215,Arches NP,ARCH,Intermountain ,UT,2019,12,132524,0
216,Arches NP,ARCH,Intermountain ,UT,2020,1,89937,0
217,Arches NP,ARCH,Intermountain ,UT,2020,2,153428,0
218,Arches NP,ARCH,Intermountain ,UT,2020,3,279597,0
219,Arches NP,ARCH,Intermountain ,UT,2020,4,0,0
220,Arches NP,ARCH,Intermountain ,UT,2020,5,41496,0
221,Arches NP,ARCH,Intermountain ,UT,2020,6,491098,0
222,Arches NP,ARCH,Intermountain ,UT,2020,7,630813,0
223,Arches NP,ARCH,Intermountain ,UT,2020,8,600106,0
224,Arches NP,ARCH,Intermountain ,UT,2020,9,752195,0
225,Arches NP,ARCH,Intermountain ,UT,2020,10,650219,0
226,Arches NP,ARCH,Intermountain ,UT,2020,11,398570,0
227,Arches NP,ARCH,Intermountain ,UT,2020,12,201400,0
228,Arches NP,ARCH,Intermountain ,UT,2021,1,146174,0
229,Arches NP,ARCH,Intermountain ,UT,2021,2,161957,0
230,Arches NP,ARCH,Intermountain ,UT,2021,3,489725,0
231,Arches NP,ARCH,Intermountain ,UT,2021,4,699058,0
232,Arches NP,ARCH,Intermountain ,UT,2021,5,762232,0
233,Arches NP,ARCH,Intermountain ,UT,2021,6,803670,0
234,Arches NP,ARCH,Intermountain ,UT,2021,7,718285,0
235,Arches NP,ARCH,Intermountain ,UT,2021,8,620902,0
236,Arches NP,ARCH,Intermountain ,UT,2021,9,690157,0
237,Arches NP,ARCH,Intermountain ,UT,2021,10,618457,0
238,Arches NP,ARCH,Intermountain ,UT,2021,11,374501,0
239,Arches NP,ARCH,Intermountain ,UT,2021,12,187126,0
240,Badlands NP,BADL,Midwest ,SD,2012,1,37811,1572
241,Badlands NP,BADL,Midwest ,SD,2012,2,42956,1572
242,Badlands NP,BADL,Midwest ,SD,2012,3,93044,1572
243,Badlands NP,BADL,Midwest ,SD,2012,4,135797,1572
244,Badlands NP,BADL,Midwest ,SD,2012,5,333576,1572
245,Badlands NP,BADL,Midwest ,SD,2012,6,746504,1572
246,Badlands NP,BADL,Midwest ,SD,2012,7,918067,1572
247,Badlands NP,BADL,Midwest ,SD,2012,8,857649,1572
248,Badlands NP,BADL,Midwest ,SD,2012,9,490687,1572
249,Badlands NP,BADL,Midwest ,SD,2012,10,179175,1572
250,Badlands NP,BADL,Midwest ,SD,2012,11,70686,1572
251,Badlands NP,BADL,Midwest ,SD,2012,12,49220,1572
252,Badlands NP,BADL,Midwest ,SD,2013,1,46338,2242
253,Badlands NP,BADL,Midwest ,SD,2013,2,43347,2036
254,Badlands NP,BADL,Midwest ,SD,2013,3,73771,2396
255,Badlands NP,BADL,Midwest ,SD,2013,4,85544,3027
256,Badlands NP,BADL,Midwest ,SD,2013,5,312441,6434
257,Badlands NP,BADL,Midwest ,SD,2013,6,820320,7809
258,Badlands NP,BADL,Midwest ,SD,2013,7,1052424,8318
259,Badlands NP,BADL,Midwest ,SD,2013,8,981458,8702
260,Badlands NP,BADL,Midwest ,SD,2013,9,538303,6504
261,Badlands NP,BADL,Midwest ,SD,2013,10,103821,3404
262,Badlands NP,BADL,Midwest ,SD,2013,11,68718,2642
263,Badlands NP,BADL,Midwest ,SD,2013,12,31571,2190
264,Badlands NP,BADL,Midwest ,SD,2014,1,37464,1790
265,Badlands NP,BADL,Midwest ,SD,2014,2,34046,2055
266,Badlands NP,BADL,Midwest ,SD,2014,3,63489,2391
267,Badlands NP,BADL,Midwest ,SD,2014,4,105775,3500
268,Badlands NP,BADL,Midwest ,SD,2014,5,310648,6246
269,Badlands NP,BADL,Midwest ,SD,2014,6,806743,7612
270,Badlands NP,BADL,Midwest ,SD,2014,7,999145,9416
271,Badlands NP,BADL,Midwest ,SD,2014,8,984416,9202
272,Badlands NP,BADL,Midwest ,SD,2014,9,483321,6837
273,Badlands NP,BADL,Midwest ,SD,2014,10,181513,4616
274,Badlands NP,BADL,Midwest ,SD,2014,11,57519,3120
275,Badlands NP,BADL,Midwest ,SD,2014,12,42488,3106
276,Badlands NP,BADL,Midwest ,SD,2015,1,40887,2979
277,Badlands NP,BADL,Midwest ,SD,2015,2,43042,1978
278,Badlands NP,BADL,Midwest ,SD,2015,3,88122,2482
279,Badlands NP,BADL,Midwest ,SD,2015,4,118886,3070
280,Badlands NP,BADL,Midwest ,SD,2015,5,347321,6296
281,Badlands NP,BADL,Midwest ,SD,2015,6,908207,8836
282,Badlands NP,BADL,Midwest ,SD,2015,7,1132380,10198
283,Badlands NP,BADL,Midwest ,SD,2015,8,1075568,10898
284,Badlands NP,BADL,Midwest ,SD,2015,9,491275,7330
285,Badlands NP,BADL,Midwest ,SD,2015,10,167493,5134
286,Badlands NP,BADL,Midwest ,SD,2015,11,67774,3616
287,Badlands NP,BADL,Midwest ,SD,2015,12,50259,3094
288,Badlands NP,BADL,Midwest ,SD,2016,1,42247,2816
289,Badlands NP,BADL,Midwest ,SD,2016,2,43159,3268
290,Badlands NP,BADL,Midwest ,SD,2016,3,85533,3940
291,Badlands NP,BADL,Midwest ,SD,2016,4,103966,5001
292,Badlands NP,BADL,Midwest ,SD,2016,5,401073,7222
293,Badlands NP,BADL,Midwest ,SD,2016,6,921935,9220
294,Badlands NP,BADL,Midwest ,SD,2016,7,1148854,10110
295,Badlands NP,BADL,Midwest ,SD,2016,8,1020238,9332
296,Badlands NP,BADL,Midwest ,SD,2016,9,662208,7568
297,Badlands NP,BADL,Midwest ,SD,2016,10,165433,5348
298,Badlands NP,BADL,Midwest ,SD,2016,11,72885,3622
299,Badlands NP,BADL,Midwest ,SD,2016,12,35928,3274
300,Badlands NP,BADL,Midwest ,SD,2017,1,40784,3136
301,Badlands NP,BADL,Midwest ,SD,2017,2,43636,2772
302,Badlands NP,BADL,Midwest ,SD,2017,3,86669,3932
303,Badlands NP,BADL,Midwest ,SD,2017,4,108203,4592
304,Badlands NP,BADL,Midwest ,SD,2017,5,449170,6834
305,Badlands NP,BADL,Midwest ,SD,2017,6,1018084,8738
306,Badlands NP,BADL,Midwest ,SD,2017,7,1213503,9216
307,Badlands NP,BADL,Midwest ,SD,2017,8,1088328,9160
308,Badlands NP,BADL,Midwest ,SD,2017,9,590943,7302
309,Badlands NP,BADL,Midwest ,SD,2017,10,162861,5631
310,Badlands NP,BADL,Midwest ,SD,2017,11,67778,3942
311,Badlands NP,BADL,Midwest ,SD,2017,12,38266,2204
312,Badlands NP,BADL,Midwest ,SD,2018,1,41537,2738
313,Badlands NP,BADL,Midwest ,SD,2018,2,37045,3018
314,Badlands NP,BADL,Midwest ,SD,2018,3,66902,3466
315,Badlands NP,BADL,Midwest ,SD,2018,4,90605,4564
316,Badlands NP,BADL,Midwest ,SD,2018,5,375688,13708
317,Badlands NP,BADL,Midwest ,SD,2018,6,884408,28446
318,Badlands NP,BADL,Midwest ,SD,2018,7,1110090,9465
319,Badlands NP,BADL,Midwest ,SD,2018,8,920577,9222
320,Badlands NP,BADL,Midwest ,SD,2018,9,514649,18316
321,Badlands NP,BADL,Midwest ,SD,2018,10,148961,7198
322,Badlands NP,BADL,Midwest ,SD,2018,11,64329,2764
323,Badlands NP,BADL,Midwest ,SD,2018,12,38034,2204
324,Badlands NP,BADL,Midwest ,SD,2019,1,35049,2066
325,Badlands NP,BADL,Midwest ,SD,2019,2,31431,1976
326,Badlands NP,BADL,Midwest ,SD,2019,3,64646,2486
327,Badlands NP,BADL,Midwest ,SD,2019,4,102577,3070
328,Badlands NP,BADL,Midwest ,SD,2019,5,314923,6280
329,Badlands NP,BADL,Midwest ,SD,2019,6,869840,7780
330,Badlands NP,BADL,Midwest ,SD,2019,7,1086274,8230
331,Badlands NP,BADL,Midwest ,SD,2019,8,905202,8530
332,Badlands NP,BADL,Midwest ,SD,2019,9,516805,6806
333,Badlands NP,BADL,Midwest ,SD,2019,10,170714,4030
334,Badlands NP,BADL,Midwest ,SD,2019,11,60555,2530
335,Badlands NP,BADL,Midwest ,SD,2019,12,34777,2200
336,Badlands NP,BADL,Midwest ,SD,2020,1,39577,2066
337,Badlands NP,BADL,Midwest ,SD,2020,2,39171,1976
338,Badlands NP,BADL,Midwest ,SD,2020,3,68502,2486
339,Badlands NP,BADL,Midwest ,SD,2020,4,74929,3070
340,Badlands NP,BADL,Midwest ,SD,2020,5,257280,6280
341,Badlands NP,BADL,Midwest ,SD,2020,6,725614,7780
342,Badlands NP,BADL,Midwest ,SD,2020,7,1003384,8230
343,Badlands NP,BADL,Midwest ,SD,2020,8,924852,8530
344,Badlands NP,BADL,Midwest ,SD,2020,9,485695,6806
345,Badlands NP,BADL,Midwest ,SD,2020,10,190680,4030
346,Badlands NP,BADL,Midwest ,SD,2020,11,75901,2530
347,Badlands NP,BADL,Midwest ,SD,2020,12,42962,2200
348,Badlands NP,BADL,Midwest ,SD,2021,1,58551,2066
349,Badlands NP,BADL,Midwest ,SD,2021,2,44395,1976
350,Badlands NP,BADL,Midwest ,SD,2021,3,112251,2486
351,Badlands NP,BADL,Midwest ,SD,2021,4,185344,3070
352,Badlands NP,BADL,Midwest ,SD,2021,5,490731,6280
353,Badlands NP,BADL,Midwest ,SD,2021,6,1075480,7780
354,Badlands NP,BADL,Midwest ,SD,2021,7,1202236,8230
355,Badlands NP,BADL,Midwest ,SD,2021,8,989876,8530
356,Badlands NP,BADL,Midwest ,SD,2021,9,609072,6806
357,Badlands NP,BADL,Midwest ,SD,2021,10,298175,4030
358,Badlands NP,BADL,Midwest ,SD,2021,11,92898,2530
359,Badlands NP,BADL,Midwest ,SD,2021,12,31765,2200
360,Big Bend NP,BIBE,Intermountain ,TX,2012,1,644626,197
361,Big Bend NP,BIBE,Intermountain ,TX,2012,2,928760,197
362,Big Bend NP,BIBE,Intermountain ,TX,2012,3,1133952,197
363,Big Bend NP,BIBE,Intermountain ,TX,2012,4,715188,197
364,Big Bend NP,BIBE,Intermountain ,TX,2012,5,655430,197
365,Big Bend NP,BIBE,Intermountain ,TX,2012,6,376176,197
366,Big Bend NP,BIBE,Intermountain ,TX,2012,7,298906,197
367,Big Bend NP,BIBE,Intermountain ,TX,2012,8,267008,197
368,Big Bend NP,BIBE,Intermountain ,TX,2012,9,314125,197
369,Big Bend NP,BIBE,Intermountain ,TX,2012,10,500950,197
370,Big Bend NP,BIBE,Intermountain ,TX,2012,11,733435,197
371,Big Bend NP,BIBE,Intermountain ,TX,2012,12,511660,197
372,Big Bend NP,BIBE,Intermountain ,TX,2013,1,675358,197
373,Big Bend NP,BIBE,Intermountain ,TX,2013,2,958116,197
374,Big Bend NP,BIBE,Intermountain ,TX,2013,3,1162204,197
375,Big Bend NP,BIBE,Intermountain ,TX,2013,4,853038,197
376,Big Bend NP,BIBE,Intermountain ,TX,2013,5,747024,197
377,Big Bend NP,BIBE,Intermountain ,TX,2013,6,368644,197
378,Big Bend NP,BIBE,Intermountain ,TX,2013,7,346355,197
379,Big Bend NP,BIBE,Intermountain ,TX,2013,8,318234,197
380,Big Bend NP,BIBE,Intermountain ,TX,2013,9,303474,197
381,Big Bend NP,BIBE,Intermountain ,TX,2013,10,480036,197
382,Big Bend NP,BIBE,Intermountain ,TX,2013,11,665350,197
383,Big Bend NP,BIBE,Intermountain ,TX,2013,12,650281,197
384,Big Bend NP,BIBE,Intermountain ,TX,2014,1,796026,197
385,Big Bend NP,BIBE,Intermountain ,TX,2014,2,709111,197
386,Big Bend NP,BIBE,Intermountain ,TX,2014,3,1345808,197
387,Big Bend NP,BIBE,Intermountain ,TX,2014,4,985825,197
388,Big Bend NP,BIBE,Intermountain ,TX,2014,5,584628,197
389,Big Bend NP,BIBE,Intermountain ,TX,2014,6,468521,197
390,Big Bend NP,BIBE,Intermountain ,TX,2014,7,332579,197
391,Big Bend NP,BIBE,Intermountain ,TX,2014,8,348118,197
392,Big Bend NP,BIBE,Intermountain ,TX,2014,9,416844,197
393,Big Bend NP,BIBE,Intermountain ,TX,2014,10,690864,197
394,Big Bend NP,BIBE,Intermountain ,TX,2014,11,656383,197
395,Big Bend NP,BIBE,Intermountain ,TX,2014,12,698580,197
396,Big Bend NP,BIBE,Intermountain ,TX,2015,1,788918,197
397,Big Bend NP,BIBE,Intermountain ,TX,2015,2,930568,197
398,Big Bend NP,BIBE,Intermountain ,TX,2015,3,1565155,197
399,Big Bend NP,BIBE,Intermountain ,TX,2015,4,1176418,197
400,Big Bend NP,BIBE,Intermountain ,TX,2015,5,738319,197
401,Big Bend NP,BIBE,Intermountain ,TX,2015,6,475265,197
402,Big Bend NP,BIBE,Intermountain ,TX,2015,7,501010,197
403,Big Bend NP,BIBE,Intermountain ,TX,2015,8,392021,197
404,Big Bend NP,BIBE,Intermountain ,TX,2015,9,408407,197
405,Big Bend NP,BIBE,Intermountain ,TX,2015,10,649574,197
406,Big Bend NP,BIBE,Intermountain ,TX,2015,11,1090816,197
407,Big Bend NP,BIBE,Intermountain ,TX,2015,12,788173,197
408,Big Bend NP,BIBE,Intermountain ,TX,2016,1,987386,197
409,Big Bend NP,BIBE,Intermountain ,TX,2016,2,1137932,197
410,Big Bend NP,BIBE,Intermountain ,TX,2016,3,1649908,197
411,Big Bend NP,BIBE,Intermountain ,TX,2016,4,1061130,197
412,Big Bend NP,BIBE,Intermountain ,TX,2016,5,905244,197
413,Big Bend NP,BIBE,Intermountain ,TX,2016,6,506926,197
414,Big Bend NP,BIBE,Intermountain ,TX,2016,7,408367,197
